year,municipality_name,is_region,crime_code,crime_count
2019,ARROYOMOLINOS,False,CYBER_OTHER,43.0
2019,ARROYOMOLINOS,False,TOTAL,2886.0
2019,BOADILLA DEL MONTE,False,CONVENTIONAL,1185.0
2019,BOADILLA DEL MONTE,False,HOM_COMPLETED,0.0
2019,BOADILLA DEL MONTE,False,HOM_ATTEMPTED,0.0
2019,BOADILLA DEL MONTE,False,INJURY,6.0
2019,BOADILLA DEL MONTE,False,KIDNAPPING,0.0
2019,BOADILLA DEL MONTE,False,SEXUAL,5.0
2019,BOADILLA DEL MONTE,False,SEXUAL_PENETRATION,0.0
2019,BOADILLA DEL MONTE,False,SEXUAL_OTHER,5.0
2019,BOADILLA DEL MONTE,False,ROBBERY_VIOLENT,11.0
2019,BOADILLA DEL MONTE,False,BURGLARY,121.0
2019,BOADILLA DEL MONTE,False,BURGLARY_DWELLING,92.0
2019,BOADILLA DEL MONTE,False,THEFT,363.0
2019,BOADILLA DEL MONTE,False,VEHICLE_THEFT,14.0
2019,BOADILLA DEL MONTE,False,DRUG_TRAFFICKING,3.0
2019,BOADILLA DEL MONTE,False,OTHER_CONVENTIONAL,662.0
2019,BOADILLA DEL MONTE,False,CYBERCRIME,139.0
2019,BOADILLA DEL MONTE,False,CYBER_FRAUD,118.0
2019,BOADILLA DEL MONTE,False,CYBER_OTHER,21.0
2019,BOADILLA DEL MONTE,False,TOTAL,1324.0
2019,CIEMPOZUELOS,False,CONVENTIONAL,1388.0
2019,CIEMPOZUELOS,False,HOM_COMPLETED,0.0
2019,CIEMPOZUELOS,False,HOM_ATTEMPTED,1.0
2019,CIEMPOZUELOS,False,INJURY,9.0
2019,CIEMPOZUELOS,False,KIDNAPPING,0.0
2019,CIEMPOZUELOS,False,SEXUAL,16.0
2019,CIEMPOZUELOS,False,SEXUAL_PENETRATION,4.0
2019,CIEMPOZUELOS,False,SEXUAL_OTHER,12.0
2019,CIEMPOZUELOS,False,ROBBERY_VIOLENT,32.0
2019,CIEMPOZUELOS,False,BURGLARY,106.0
2019,CIEMPOZUELOS,False,BURGLARY_DWELLING,50.0
2019,CIEMPOZUELOS,False,THEFT,251.0
2019,CIEMPOZUELOS,False,VEHICLE_THEFT,21.0
2019,CIEMPOZUELOS,False,DRUG_TRAFFICKING,6.0
2019,CIEMPOZUELOS,False,OTHER_CONVENTIONAL,946.0
2019,CIEMPOZUELOS,False,CYBERCRIME,83.0
2019,CIEMPOZUELOS,False,CYBER_FRAUD,71.0
2019,CIEMPOZUELOS,False,CYBER_OTHER,12.0
2019,CIEMPOZUELOS,False,TOTAL,1471.0
2019,COLMENAR VIEJO,False,CONVENTIONAL,1815.0
2019,COLMENAR VIEJO,False,HOM_COMPLETED,0.0
2019,COLMENAR VIEJO,False,HOM_ATTEMPTED,0.0
2019,COLMENAR VIEJO,False,INJURY,25.0
2019,COLMENAR VIEJO,False,KIDNAPPING,0.0
2019,COLMENAR VIEJO,False,SEXUAL,21.0
2019,COLMENAR VIEJO,False,SEXUAL_PENETRATION,1.0
2019,COLMENAR VIEJO,False,SEXUAL_OTHER,20.0
2019,COLMENAR VIEJO,False,ROBBERY_VIOLENT,59.0
2019,COLMENAR VIEJO,False,BURGLARY,118.0
2019,COLMENAR VIEJO,False,BURGLARY_DWELLING,87.0
2019,COLMENAR VIEJO,False,THEFT,443.0
2019,COLMENAR VIEJO,False,VEHICLE_THEFT,8.0
2019,COLMENAR VIEJO,False,DRUG_TRAFFICKING,8.0
2019,COLMENAR VIEJO,False,OTHER_CONVENTIONAL,1133.0
2019,COLMENAR VIEJO,False,CYBERCRIME,163.0
2019,COLMENAR VIEJO,False,CYBER_FRAUD,129.0
2019,COLMENAR VIEJO,False,CYBER_OTHER,34.0
2019,COLMENAR VIEJO,False,TOTAL,1978.0
2019,COLLADO VILLALBA,False,CONVENTIONAL,3054.0
2019,COLLADO VILLALBA,False,HOM_COMPLETED,0.0
2019,COLLADO VILLALBA,False,HOM_ATTEMPTED,0.0
2019,COLLADO VILLALBA,False,INJURY,44.0
2019,COLLADO VILLALBA,False,KIDNAPPING,0.0
2019,COLLADO VILLALBA,False,SEXUAL,29.0
2019,COLLADO VILLALBA,False,SEXUAL_PENETRATION,4.0
2019,COLLADO VILLALBA,False,SEXUAL_OTHER,25.0
2019,COLLADO VILLALBA,False,ROBBERY_VIOLENT,138.0
2019,COLLADO VILLALBA,False,BURGLARY,157.0
2019,COLLADO VILLALBA,False,BURGLARY_DWELLING,112.0
2019,COLLADO VILLALBA,False,THEFT,941.0
2019,COLLADO VILLALBA,False,VEHICLE_THEFT,21.0
2019,COLLADO VILLALBA,False,DRUG_TRAFFICKING,23.0
2019,COLLADO VILLALBA,False,OTHER_CONVENTIONAL,1701.0
2019,COLLADO VILLALBA,False,CYBERCRIME,198.0
2019,COLLADO VILLALBA,False,CYBER_FRAUD,165.0
2019,COLLADO VILLALBA,False,CYBER_OTHER,33.0
2019,COLLADO VILLALBA,False,TOTAL,3252.0
2019,COSLADA,False,CONVENTIONAL,3280.0
2019,COSLADA,False,HOM_COMPLETED,1.0
2019,COSLADA,False,HOM_ATTEMPTED,0.0
2019,COSLADA,False,INJURY,27.0
2019,COSLADA,False,KIDNAPPING,0.0
2019,COSLADA,False,SEXUAL,14.0
2019,COSLADA,False,SEXUAL_PENETRATION,1.0
2019,COSLADA,False,SEXUAL_OTHER,13.0
2019,COSLADA,False,ROBBERY_VIOLENT,88.0
2019,COSLADA,False,BURGLARY,201.0
2019,COSLADA,False,BURGLARY_DWELLING,110.0
2019,COSLADA,False,THEFT,898.0
2019,COSLADA,False,VEHICLE_THEFT,97.0
2019,COSLADA,False,DRUG_TRAFFICKING,20.0
2019,COSLADA,False,OTHER_CONVENTIONAL,1934.0
2019,COSLADA,False,CYBERCRIME,237.0
2019,COSLADA,False,CYBER_FRAUD,194.0
2019,COSLADA,False,CYBER_OTHER,43.0
2019,COSLADA,False,TOTAL,3517.0
2019,FUENLABRADA,False,CONVENTIONAL,5844.0
2019,FUENLABRADA,False,HOM_COMPLETED,1.0
2019,FUENLABRADA,False,HOM_ATTEMPTED,4.0
2019,FUENLABRADA,False,INJURY,22.0
2019,FUENLABRADA,False,KIDNAPPING,0.0
2019,FUENLABRADA,False,SEXUAL,27.0
2019,FUENLABRADA,False,SEXUAL_PENETRATION,1.0
2019,FUENLABRADA,False,SEXUAL_OTHER,26.0
2019,FUENLABRADA,False,ROBBERY_VIOLENT,296.0
2019,FUENLABRADA,False,BURGLARY,251.0
2019,FUENLABRADA,False,BURGLARY_DWELLING,126.0
2019,FUENLABRADA,False,THEFT,1860.0
2019,FUENLABRADA,False,VEHICLE_THEFT,199.0
2019,FUENLABRADA,False,DRUG_TRAFFICKING,31.0
2019,FUENLABRADA,False,OTHER_CONVENTIONAL,3153.0
2019,FUENLABRADA,False,CYBERCRIME,1046.0
2019,FUENLABRADA,False,CYBER_FRAUD,978.0
2019,FUENLABRADA,False,CYBER_OTHER,68.0
2019,FUENLABRADA,False,TOTAL,6890.0
2019,GALAPAGAR,False,CONVENTIONAL,1836.0
2019,GALAPAGAR,False,HOM_COMPLETED,0.0
2019,GALAPAGAR,False,HOM_ATTEMPTED,0.0
2019,GALAPAGAR,False,INJURY,9.0
2019,GALAPAGAR,False,KIDNAPPING,0.0
2019,GALAPAGAR,False,SEXUAL,21.0
2019,GALAPAGAR,False,SEXUAL_PENETRATION,0.0
2019,GALAPAGAR,False,SEXUAL_OTHER,21.0
2019,GALAPAGAR,False,ROBBERY_VIOLENT,28.0
2019,GALAPAGAR,False,BURGLARY,234.0
2019,GALAPAGAR,False,BURGLARY_DWELLING,177.0
2019,GALAPAGAR,False,THEFT,231.0
2019,GALAPAGAR,False,VEHICLE_THEFT,5.0
2019,GALAPAGAR,False,DRUG_TRAFFICKING,7.0
2019,GALAPAGAR,False,OTHER_CONVENTIONAL,1301.0
2019,GALAPAGAR,False,CYBERCRIME,172.0
2019,GALAPAGAR,False,CYBER_FRAUD,131.0
2019,GALAPAGAR,False,CYBER_OTHER,41.0
2019,GALAPAGAR,False,TOTAL,2008.0
2019,GETAFE,False,CONVENTIONAL,7824.0
2019,GETAFE,False,HOM_COMPLETED,0.0
2019,GETAFE,False,HOM_ATTEMPTED,0.0
2019,GETAFE,False,INJURY,47.0
2019,GETAFE,False,KIDNAPPING,2.0
2019,GETAFE,False,SEXUAL,51.0
2019,GETAFE,False,SEXUAL_PENETRATION,3.0
2019,GETAFE,False,SEXUAL_OTHER,48.0
2019,GETAFE,False,ROBBERY_VIOLENT,384.0
2019,GETAFE,False,BURGLARY,389.0
2019,GETAFE,False,BURGLARY_DWELLING,259.0
2019,GETAFE,False,THEFT,2437.0
2019,GETAFE,False,VEHICLE_THEFT,308.0
2019,GETAFE,False,DRUG_TRAFFICKING,13.0
2019,GETAFE,False,OTHER_CONVENTIONAL,4193.0
2019,GETAFE,False,CYBERCRIME,647.0
2019,GETAFE,False,CYBER_FRAUD,541.0
2019,GETAFE,False,CYBER_OTHER,106.0
2019,GETAFE,False,TOTAL,8471.0
2019,LEGANES,False,CONVENTIONAL,8877.0
2019,LEGANES,False,HOM_COMPLETED,2.0
2019,LEGANES,False,HOM_ATTEMPTED,0.0
2019,LEGANES,False,INJURY,56.0
2019,LEGANES,False,KIDNAPPING,1.0
2019,LEGANES,False,SEXUAL,54.0
2019,LEGANES,False,SEXUAL_PENETRATION,8.0
2019,LEGANES,False,SEXUAL_OTHER,46.0
2019,LEGANES,False,ROBBERY_VIOLENT,355.0
2019,LEGANES,False,BURGLARY,400.0
2019,LEGANES,False,BURGLARY_DWELLING,188.0
2019,LEGANES,False,THEFT,3672.0
2019,LEGANES,False,VEHICLE_THEFT,222.0
2019,LEGANES,False,DRUG_TRAFFICKING,30.0
2019,LEGANES,False,OTHER_CONVENTIONAL,4085.0
2019,LEGANES,False,CYBERCRIME,666.0
2019,LEGANES,False,CYBER_FRAUD,607.0
2019,LEGANES,False,CYBER_OTHER,59.0
2019,LEGANES,False,TOTAL,9543.0
2019,MADRID,False,CONVENTIONAL,230466.0
2019,MADRID,False,HOM_COMPLETED,16.0
2019,MADRID,False,HOM_ATTEMPTED,42.0
2019,MADRID,False,INJURY,1447.0
2019,MADRID,False,KIDNAPPING,9.0
