ine_code,year,crime_code,denominator,offences,denom_value,rate,rate_per_1000,rate_per_100000
28047,2021,DRUG_TRAFFICKING,population,6,63825.00,0.00009401,0.0940,9.4007
28047,2021,HOM_ATTEMPTED,population,0,63825.00,0.00000000,0.0000,0.0000
28047,2021,HOM_COMPLETED,population,1,63825.00,0.00001567,0.0157,1.5668
28047,2021,INJURY,population,35,63825.00,0.00054837,0.5484,54.8374
28047,2021,KIDNAPPING,population,0,63825.00,0.00000000,0.0000,0.0000
28047,2021,OTHER,population,1653,63825.00,0.02589894,25.8989,2589.8942
28047,2021,ROBBERY_VIOLENT,population,72,63825.00,0.00112808,1.1281,112.8085
28047,2021,SEXUAL,population,24,63825.00,0.00037603,0.3760,37.6028
28047,2021,THEFT,population,596,63825.00,0.00933803,9.3380,933.8034
28047,2021,VEHICLE_THEFT,population,15,63825.00,0.00023502,0.2350,23.5018
28047,2022,BURGLARY,population,143,64263.00,0.00222523,2.2252,222.5231
28047,2022,DRUG_TRAFFICKING,population,16,64263.00,0.00024898,0.2490,24.8977
28047,2022,HOM_ATTEMPTED,population,0,64263.00,0.00000000,0.0000,0.0000
28047,2022,HOM_COMPLETED,population,0,64263.00,0.00000000,0.0000,0.0000
28047,2022,INJURY,population,46,64263.00,0.00071581,0.7158,71.5808
28047,2022,KIDNAPPING,population,1,64263.00,0.00001556,0.0156,1.5561
28047,2022,OTHER,population,2015,64263.00,0.03135552,31.3555,3135.5523
28047,2022,ROBBERY_VIOLENT,population,80,64263.00,0.00124488,1.2449,124.4884
28047,2022,SEXUAL,population,29,64263.00,0.00045127,0.4513,45.1271
28047,2022,THEFT,population,739,64263.00,0.01149962,11.4996,1149.9619
28047,2022,VEHICLE_THEFT,population,17,64263.00,0.00026454,0.2645,26.4538
28047,2023,BURGLARY,population,157,65657.00,0.00239121,2.3912,239.1215
28047,2023,DRUG_TRAFFICKING,population,9,65657.00,0.00013708,0.1371,13.7076
28047,2023,HOM_ATTEMPTED,population,1,65657.00,0.00001523,0.0152,1.5231
28047,2023,HOM_COMPLETED,population,0,65657.00,0.00000000,0.0000,0.0000
28047,2023,INJURY,population,42,65657.00,0.00063969,0.6397,63.9688
28047,2023,KIDNAPPING,population,0,65657.00,0.00000000,0.0000,0.0000
28047,2023,OTHER,population,2033,65657.00,0.03096395,30.9639,3096.3949
28047,2023,ROBBERY_VIOLENT,population,72,65657.00,0.00109661,1.0966,109.6608
28047,2023,SEXUAL,population,33,65657.00,0.00050261,0.5026,50.2612
28047,2023,THEFT,population,746,65657.00,0.01136208,11.3621,1136.2079
28047,2023,VEHICLE_THEFT,population,21,65657.00,0.00031984,0.3198,31.9844
28047,2024,BURGLARY,population,168,66698.00,0.00251882,2.5188,251.8816
28047,2024,DRUG_TRAFFICKING,population,9,66698.00,0.00013494,0.1349,13.4937
28047,2024,HOM_ATTEMPTED,population,3,66698.00,0.00004498,0.0450,4.4979
28047,2024,HOM_COMPLETED,population,0,66698.00,0.00000000,0.0000,0.0000
28047,2024,INJURY,population,65,66698.00,0.00097454,0.9745,97.4542
28047,2024,KIDNAPPING,population,1,66698.00,0.00001499,0.0150,1.4993
28047,2024,OTHER,population,2241,66698.00,0.03359921,33.5992,3359.9208
28047,2024,ROBBERY_VIOLENT,population,80,66698.00,0.00119944,1.1994,119.9436
28047,2024,SEXUAL,population,41,66698.00,0.00061471,0.6147,61.4711
28047,2024,THEFT,population,711,66698.00,0.01065999,10.6600,1065.9990
28047,2024,VEHICLE_THEFT,population,14,66698.00,0.00020990,0.2099,20.9901
28047,2025,BURGLARY,population,116,67274.00,0.00172429,1.7243,172.4292
28047,2025,DRUG_TRAFFICKING,population,11,67274.00,0.00016351,0.1635,16.3510
28047,2025,HOM_ATTEMPTED,population,2,67274.00,0.00002973,0.0297,2.9729
28047,2025,HOM_COMPLETED,population,0,67274.00,0.00000000,0.0000,0.0000
28047,2025,INJURY,population,62,67274.00,0.00092160,0.9216,92.1604
28047,2025,KIDNAPPING,population,0,67274.00,0.00000000,0.0000,0.0000
28047,2025,OTHER,population,2289,67274.00,0.03402503,34.0250,3402.5032
28047,2025,ROBBERY_VIOLENT,population,71,67274.00,0.00105539,1.0554,105.5385
28047,2025,SEXUAL,population,33,67274.00,0.00049053,0.4905,49.0531
28047,2025,THEFT,population,621,67274.00,0.00923091,9.2309,923.0906
28047,2025,VEHICLE_THEFT,population,11,67274.00,0.00016351,0.1635,16.3510
28049,2019,BURGLARY,population,201,81661.00,0.00246140,2.4614,246.1395
28049,2019,DRUG_TRAFFICKING,population,20,81661.00,0.00024491,0.2449,24.4915
28049,2019,HOM_ATTEMPTED,population,0,81661.00,0.00000000,0.0000,0.0000
28049,2019,HOM_COMPLETED,population,1,81661.00,0.00001225,0.0122,1.2246
28049,2019,INJURY,population,27,81661.00,0.00033064,0.3306,33.0635
28049,2019,KIDNAPPING,population,0,81661.00,0.00000000,0.0000,0.0000
28049,2019,OTHER,population,2171,81661.00,0.02658552,26.5855,2658.5518
28049,2019,ROBBERY_VIOLENT,population,88,81661.00,0.00107763,1.0776,107.7626
28049,2019,SEXUAL,population,14,81661.00,0.00017144,0.1714,17.1440
28049,2019,THEFT,population,898,81661.00,0.01099668,10.9967,1099.6681
28049,2019,VEHICLE_THEFT,population,97,81661.00,0.00118784,1.1878,118.7838
28049,2020,BURGLARY,population,115,81391.00,0.00141293,1.4129,141.2933
28049,2020,DRUG_TRAFFICKING,population,25,81391.00,0.00030716,0.3072,30.7159
28049,2020,HOM_ATTEMPTED,population,3,81391.00,0.00003686,0.0369,3.6859
28049,2020,HOM_COMPLETED,population,0,81391.00,0.00000000,0.0000,0.0000
28049,2020,INJURY,population,24,81391.00,0.00029487,0.2949,29.4873
28049,2020,KIDNAPPING,population,0,81391.00,0.00000000,0.0000,0.0000
28049,2020,OTHER,population,1938,81391.00,0.02381099,23.8110,2381.0986
28049,2020,ROBBERY_VIOLENT,population,60,81391.00,0.00073718,0.7372,73.7182
28049,2020,SEXUAL,population,9,81391.00,0.00011058,0.1106,11.0577
28049,2020,THEFT,population,672,81391.00,0.00825644,8.2564,825.6441
28049,2020,VEHICLE_THEFT,population,67,81391.00,0.00082319,0.8232,82.3187
28049,2021,BURGLARY,population,145,81273.00,0.00178411,1.7841,178.4110
28049,2021,DRUG_TRAFFICKING,population,19,81273.00,0.00023378,0.2338,23.3780
28049,2021,HOM_ATTEMPTED,population,2,81273.00,0.00002461,0.0246,2.4608
28049,2021,HOM_COMPLETED,population,0,81273.00,0.00000000,0.0000,0.0000
28049,2021,INJURY,population,27,81273.00,0.00033221,0.3322,33.2214
28049,2021,KIDNAPPING,population,0,81273.00,0.00000000,0.0000,0.0000
28049,2021,OTHER,population,2040,81273.00,0.02510059,25.1006,2510.0587
28049,2021,ROBBERY_VIOLENT,population,60,81273.00,0.00073825,0.7383,73.8253
28049,2021,SEXUAL,population,10,81273.00,0.00012304,0.1230,12.3042
28049,2021,THEFT,population,877,81273.00,0.01079079,10.7908,1079.0792
28049,2021,VEHICLE_THEFT,population,75,81273.00,0.00092282,0.9228,92.2816
28049,2022,BURGLARY,population,156,80596.00,0.00193558,1.9356,193.5580
28049,2022,DRUG_TRAFFICKING,population,18,80596.00,0.00022334,0.2233,22.3336
28049,2022,HOM_ATTEMPTED,population,2,80596.00,0.00002482,0.0248,2.4815
28049,2022,HOM_COMPLETED,population,0,80596.00,0.00000000,0.0000,0.0000
28049,2022,INJURY,population,22,80596.00,0.00027297,0.2730,27.2966
28049,2022,KIDNAPPING,population,0,80596.00,0.00000000,0.0000,0.0000
28049,2022,OTHER,population,2340,80596.00,0.02903370,29.0337,2903.3699
28049,2022,ROBBERY_VIOLENT,population,76,80596.00,0.00094297,0.9430,94.2975
28049,2022,SEXUAL,population,21,80596.00,0.00026056,0.2606,26.0559
28049,2022,THEFT,population,899,80596.00,0.01115440,11.1544,1115.4400
28049,2022,VEHICLE_THEFT,population,109,80596.00,0.00135242,1.3524,135.2424
28049,2023,BURGLARY,population,164,80171.00,0.00204563,2.0456,204.5627
28049,2023,DRUG_TRAFFICKING,population,30,80171.00,0.00037420,0.3742,37.4200
28049,2023,HOM_ATTEMPTED,population,0,80171.00,0.00000000,0.0000,0.0000
28049,2023,HOM_COMPLETED,population,0,80171.00,0.00000000,0.0000,0.0000
28049,2023,INJURY,population,17,80171.00,0.00021205,0.2120,21.2047
28049,2023,KIDNAPPING,population,0,80171.00,0.00000000,0.0000,0.0000
28049,2023,OTHER,population,2112,80171.00,0.02634369,26.3437,2634.3690
28049,2023,ROBBERY_VIOLENT,population,56,80171.00,0.00069851,0.6985,69.8507
28049,2023,SEXUAL,population,19,80171.00,0.00023699,0.2370,23.6993
28049,2023,THEFT,population,908,80171.00,0.01132579,11.3258,1132.5791
28049,2023,VEHICLE_THEFT,population,82,80171.00,0.00102281,1.0228,102.2814
28049,2024,BURGLARY,population,140,80760.00,0.00173353,1.7335,173.3531
28049,2024,DRUG_TRAFFICKING,population,12,80760.00,0.00014859,0.1486,14.8588
28049,2024,HOM_ATTEMPTED,population,1,80760.00,0.00001238,0.0124,1.2382
28049,2024,HOM_COMPLETED,population,0,80760.00,0.00000000,0.0000,0.0000
28049,2024,INJURY,population,30,80760.00,0.00037147,0.3715,37.1471
28049,2024,KIDNAPPING,population,0,80760.00,0.00000000,0.0000,0.0000
28049,2024,OTHER,population,2213,80760.00,0.02740218,27.4022,2740.2179
28049,2024,ROBBERY_VIOLENT,population,61,80760.00,0.00075532,0.7553,75.5324
28049,2024,SEXUAL,population,27,80760.00,0.00033432,0.3343,33.4324
28049,2024,THEFT,population,973,80760.00,0.01204804,12.0480,1204.8044
28049,2024,VEHICLE_THEFT,population,128,80760.00,0.00158494,1.5849,158.4943
28049,2025,BURGLARY,population,135,80512.00,0.00167677,1.6768,167.6769
28049,2025,DRUG_TRAFFICKING,population,9,80512.00,0.00011178,0.1118,11.1785
28049,2025,HOM_ATTEMPTED,population,0,80512.00,0.00000000,0.0000,0.0000
28049,2025,HOM_COMPLETED,population,0,80512.00,0.00000000,0.0000,0.0000
28049,2025,INJURY,population,34,80512.00,0.00042230,0.4223,42.2297
28049,2025,KIDNAPPING,population,0,80512.00,0.00000000,0.0000,0.0000
28049,2025,OTHER,population,2186,80512.00,0.02715123,27.1512,2715.1232
28049,2025,ROBBERY_VIOLENT,population,61,80512.00,0.00075765,0.7577,75.7651
28049,2025,SEXUAL,population,20,80512.00,0.00024841,0.2484,24.8410
28049,2025,THEFT,population,958,80512.00,0.01189885,11.8988,1189.8847
28049,2025,VEHICLE_THEFT,population,134,80512.00,0.00166435,1.6643,166.4348
28058,2019,BURGLARY,population,251,193700.00,0.00129582,1.2958,129.5818
28058,2019,DRUG_TRAFFICKING,population,31,193700.00,0.00016004,0.1600,16.0041
28058,2019,HOM_ATTEMPTED,population,4,193700.00,0.00002065,0.0207,2.0650
28058,2019,HOM_COMPLETED,population,1,193700.00,0.00000516,0.0052,0.5163
28058,2019,INJURY,population,22,193700.00,0.00011358,0.1136,11.3578
28058,2019,KIDNAPPING,population,0,193700.00,0.00000000,0.0000,0.0000
28058,2019,OTHER,population,4199,193700.00,0.02167785,21.6779,2167.7852
28058,2019,ROBBERY_VIOLENT,population,296,193700.00,0.00152814,1.5281,152.8136
28058,2019,SEXUAL,population,27,193700.00,0.00013939,0.1394,13.9391
28058,2019,THEFT,population,1860,193700.00,0.00960248,9.6025,960.2478
28058,2019,VEHICLE_THEFT,population,199,193700.00,0.00102736,1.0274,102.7362
28058,2020,BURGLARY,population,246,194514.00,0.00126469,1.2647,126.4690
28058,2020,DRUG_TRAFFICKING,population,37,194514.00,0.00019022,0.1902,19.0218
28058,2020,HOM_ATTEMPTED,population,4,194514.00,0.00002056,0.0206,2.0564
28058,2020,HOM_COMPLETED,population,1,194514.00,0.00000514,0.0051,0.5141
28058,2020,INJURY,population,28,194514.00,0.00014395,0.1439,14.3949
28058,2020,KIDNAPPING,population,0,194514.00,0.00000000,0.0000,0.0000
28058,2020,OTHER,population,3103,194514.00,0.01595258,15.9526,1595.2579
28058,2020,ROBBERY_VIOLENT,population,186,194514.00,0.00095623,0.9562,95.6229
28058,2020,SEXUAL,population,38,194514.00,0.00019536,0.1954,19.5359
28058,2020,THEFT,population,1413,194514.00,0.00726426,7.2643,726.4259
28058,2020,VEHICLE_THEFT,population,140,194514.00,0.00071974,0.7197,71.9743
28058,2021,BURGLARY,population,265,192233.00,0.00137854,1.3785,137.8535
28058,2021,DRUG_TRAFFICKING,population,39,192233.00,0.00020288,0.2029,20.2879
28058,2021,HOM_ATTEMPTED,population,1,192233.00,0.00000520,0.0052,0.5202
28058,2021,HOM_COMPLETED,population,1,192233.00,0.00000520,0.0052,0.5202
28058,2021,INJURY,population,33,192233.00,0.00017167,0.1717,17.1667
28058,2021,KIDNAPPING,population,0,192233.00,0.00000000,0.0000,0.0000
28058,2021,OTHER,population,4317,192233.00,0.02245712,22.4571,2245.7122
28058,2021,ROBBERY_VIOLENT,population,235,192233.00,0.00122247,1.2225,122.2475
28058,2021,SEXUAL,population,45,192233.00,0.00023409,0.2341,23.4091
28058,2021,THEFT,population,1696,192233.00,0.00882263,8.8226,882.2627
28058,2021,VEHICLE_THEFT,population,161,192233.00,0.00083753,0.8375,83.7525
28058,2022,BURGLARY,population,226,189891.00,0.00119016,1.1902,119.0156
28058,2022,DRUG_TRAFFICKING,population,49,189891.00,0.00025804,0.2580,25.8043
28058,2022,HOM_ATTEMPTED,population,0,189891.00,0.00000000,0.0000,0.0000
28058,2022,HOM_COMPLETED,population,1,189891.00,0.00000527,0.0053,0.5266
28058,2022,INJURY,population,30,189891.00,0.00015799,0.1580,15.7985
28058,2022,KIDNAPPING,population,0,189891.00,0.00000000,0.0000,0.0000
28058,2022,OTHER,population,3784,189891.00,0.01992722,19.9272,1992.7221
28058,2022,ROBBERY_VIOLENT,population,203,189891.00,0.00106903,1.0690,106.9034
28058,2022,SEXUAL,population,29,189891.00,0.00015272,0.1527,15.2719
28058,2022,THEFT,population,1653,189891.00,0.00870499,8.7050,870.4994
28058,2022,VEHICLE_THEFT,population,229,189891.00,0.00120595,1.2060,120.5955
28058,2023,BURGLARY,population,213,188736.00,0.00112856,1.1286,112.8561
28058,2023,DRUG_TRAFFICKING,population,51,188736.00,0.00027022,0.2702,27.0219
28058,2023,HOM_ATTEMPTED,population,2,188736.00,0.00001060,0.0106,1.0597
28058,2023,HOM_COMPLETED,population,1,188736.00,0.00000530,0.0053,0.5298
28058,2023,INJURY,population,24,188736.00,0.00012716,0.1272,12.7162
28058,2023,KIDNAPPING,population,0,188736.00,0.00000000,0.0000,0.0000
28058,2023,OTHER,population,3777,188736.00,0.02001208,20.0121,2001.2080
28058,2023,ROBBERY_VIOLENT,population,186,188736.00,0.00098550,0.9855,98.5504
28058,2023,SEXUAL,population,42,188736.00,0.00022253,0.2225,22.2533
28058,2023,THEFT,population,1508,188736.00,0.00799000,7.9900,798.9997
28058,2023,VEHICLE_THEFT,population,249,188736.00,0.00131930,1.3193,131.9303
28058,2024,BURGLARY,population,304,190790.00,0.00159337,1.5934,159.3375
28058,2024,DRUG_TRAFFICKING,population,50,190790.00,0.00026207,0.2621,26.2068
28058,2024,HOM_ATTEMPTED,population,0,190790.00,0.00000000,0.0000,0.0000
28058,2024,HOM_COMPLETED,population,0,190790.00,0.00000000,0.0000,0.0000
28058,2024,INJURY,population,36,190790.00,0.00018869,0.1887,18.8689
28058,2024,KIDNAPPING,population,0,190790.00,0.00000000,0.0000,0.0000
28058,2024,OTHER,population,3792,190790.00,0.01987526,19.8753,1987.5256
28058,2024,ROBBERY_VIOLENT,population,188,190790.00,0.00098538,0.9854,98.5377
28058,2024,SEXUAL,population,45,190790.00,0.00023586,0.2359,23.5861
28058,2024,THEFT,population,1344,190790.00,0.00704439,7.0444,704.4394
28058,2024,VEHICLE_THEFT,population,193,190790.00,0.00101158,1.0116,101.1583
28058,2025,BURGLARY,population,227,190076.00,0.00119426,1.1943,119.4259
28058,2025,DRUG_TRAFFICKING,population,51,190076.00,0.00026831,0.2683,26.8314
28058,2025,HOM_ATTEMPTED,population,2,190076.00,0.00001052,0.0105,1.0522
28058,2025,HOM_COMPLETED,population,0,190076.00,0.00000000,0.0000,0.0000
28058,2025,INJURY,population,29,190076.00,0.00015257,0.1526,15.2571
28058,2025,KIDNAPPING,population,0,190076.00,0.00000000,0.0000,0.0000
28058,2025,OTHER,population,3772,190076.00,0.01984469,19.8447,1984.4694
28058,2025,ROBBERY_VIOLENT,population,180,190076.00,0.00094699,0.9470,94.6990
28058,2025,SEXUAL,population,53,190076.00,0.00027884,0.2788,27.8836
28058,2025,THEFT,population,1393,190076.00,0.00732865,7.3286,732.8647
28058,2025,VEHICLE_THEFT,population,182,190076.00,0.00095751,0.9575,95.7512
28061,2019,BURGLARY,population,234,33742.00,0.00693498,6.9350,693.4977
28061,2019,DRUG_TRAFFICKING,population,7,33742.00,0.00020746,0.2075,20.7457
28061,2019,HOM_ATTEMPTED,population,0,33742.00,0.00000000,0.0000,0.0000
28061,2019,HOM_COMPLETED,population,0,33742.00,0.00000000,0.0000,0.0000
28061,2019,INJURY,population,9,33742.00,0.00026673,0.2667,26.6730
28061,2019,KIDNAPPING,population,0,33742.00,0.00000000,0.0000,0.0000
28061,2019,OTHER,population,1473,33742.00,0.04365479,43.6548,4365.4792
28061,2019,ROBBERY_VIOLENT,population,28,33742.00,0.00082983,0.8298,82.9826
28061,2019,SEXUAL,population,21,33742.00,0.00062237,0.6224,62.2370
28061,2019,THEFT,population,231,33742.00,0.00684607,6.8461,684.6067
28061,2019,VEHICLE_THEFT,population,5,33742.00,0.00014818,0.1482,14.8183
28061,2020,BURGLARY,population,162,34497.00,0.00469606,4.6961,469.6061
28061,2020,DRUG_TRAFFICKING,population,3,34497.00,0.00008696,0.0870,8.6964
28061,2020,HOM_ATTEMPTED,population,0,34497.00,0.00000000,0.0000,0.0000
28061,2020,HOM_COMPLETED,population,0,34497.00,0.00000000,0.0000,0.0000
28061,2020,INJURY,population,21,34497.00,0.00060875,0.6087,60.8749
28061,2020,KIDNAPPING,population,0,34497.00,0.00000000,0.0000,0.0000
28061,2020,OTHER,population,1290,34497.00,0.03739456,37.3946,3739.4556
28061,2020,ROBBERY_VIOLENT,population,26,34497.00,0.00075369,0.7537,75.3689
28061,2020,SEXUAL,population,16,34497.00,0.00046381,0.4638,46.3808
28061,2020,THEFT,population,184,34497.00,0.00533380,5.3338,533.3797
28061,2020,VEHICLE_THEFT,population,3,34497.00,0.00008696,0.0870,8.6964
28061,2021,BURGLARY,population,106,34712.00,0.00305370,3.0537,305.3699
28061,2021,DRUG_TRAFFICKING,population,5,34712.00,0.00014404,0.1440,14.4042
28061,2021,HOM_ATTEMPTED,population,2,34712.00,0.00005762,0.0576,5.7617
28061,2021,HOM_COMPLETED,population,0,34712.00,0.00000000,0.0000,0.0000
28061,2021,INJURY,population,26,34712.00,0.00074902,0.7490,74.9021
28061,2021,KIDNAPPING,population,0,34712.00,0.00000000,0.0000,0.0000
28061,2021,OTHER,population,1227,34712.00,0.03534801,35.3480,3534.8006
28061,2021,ROBBERY_VIOLENT,population,25,34712.00,0.00072021,0.7202,72.0212
28061,2021,SEXUAL,population,15,34712.00,0.00043213,0.4321,43.2127
28061,2021,THEFT,population,217,34712.00,0.00625144,6.2514,625.1440
28061,2021,VEHICLE_THEFT,population,8,34712.00,0.00023047,0.2305,23.0468
28061,2022,BURGLARY,population,90,34834.00,0.00258368,2.5837,258.3683
28061,2022,DRUG_TRAFFICKING,population,6,34834.00,0.00017225,0.1722,17.2246
28061,2022,HOM_ATTEMPTED,population,0,34834.00,0.00000000,0.0000,0.0000
28061,2022,HOM_COMPLETED,population,0,34834.00,0.00000000,0.0000,0.0000
28061,2022,INJURY,population,35,34834.00,0.00100477,1.0048,100.4765
28061,2022,KIDNAPPING,population,0,34834.00,0.00000000,0.0000,0.0000
28061,2022,OTHER,population,1272,34834.00,0.03651605,36.5160,3651.6048
28061,2022,ROBBERY_VIOLENT,population,18,34834.00,0.00051674,0.5167,51.6737
28061,2022,SEXUAL,population,19,34834.00,0.00054544,0.5454,54.5444
28061,2022,THEFT,population,195,34834.00,0.00559798,5.5980,559.7979
28061,2022,VEHICLE_THEFT,population,4,34834.00,0.00011483,0.1148,11.4830
28061,2023,BURGLARY,population,132,35273.00,0.00374224,3.7422,374.2239
28061,2023,DRUG_TRAFFICKING,population,9,35273.00,0.00025515,0.2552,25.5153
28061,2023,HOM_ATTEMPTED,population,0,35273.00,0.00000000,0.0000,0.0000
28061,2023,HOM_COMPLETED,population,0,35273.00,0.00000000,0.0000,0.0000
28061,2023,INJURY,population,46,35273.00,0.00130411,1.3041,130.4114
28061,2023,KIDNAPPING,population,0,35273.00,0.00000000,0.0000,0.0000
28061,2023,OTHER,population,1472,35273.00,0.04173164,41.7316,4173.1636
28061,2023,ROBBERY_VIOLENT,population,27,35273.00,0.00076546,0.7655,76.5458
28061,2023,SEXUAL,population,20,35273.00,0.00056701,0.5670,56.7006
28061,2023,THEFT,population,208,35273.00,0.00589686,5.8969,589.6862
28061,2023,VEHICLE_THEFT,population,8,35273.00,0.00022680,0.2268,22.6802
28061,2024,BURGLARY,population,87,36184.00,0.00240438,2.4044,240.4378
28061,2024,DRUG_TRAFFICKING,population,3,36184.00,0.00008291,0.0829,8.2910
28061,2024,HOM_ATTEMPTED,population,0,36184.00,0.00000000,0.0000,0.0000
28061,2024,HOM_COMPLETED,population,0,36184.00,0.00000000,0.0000,0.0000
28061,2024,INJURY,population,35,36184.00,0.00096728,0.9673,96.7278
28061,2024,KIDNAPPING,population,0,36184.00,0.00000000,0.0000,0.0000
28061,2024,OTHER,population,1419,36184.00,0.03921623,39.2162,3921.6228
28061,2024,ROBBERY_VIOLENT,population,36,36184.00,0.00099491,0.9949,99.4915
28061,2024,SEXUAL,population,14,36184.00,0.00038691,0.3869,38.6911
28061,2024,THEFT,population,218,36184.00,0.00602476,6.0248,602.4762
28061,2024,VEHICLE_THEFT,population,9,36184.00,0.00024873,0.2487,24.8729
28061,2025,BURGLARY,population,136,36758.00,0.00369987,3.6999,369.9875
28061,2025,DRUG_TRAFFICKING,population,7,36758.00,0.00019043,0.1904,19.0435
28061,2025,HOM_ATTEMPTED,population,0,36758.00,0.00000000,0.0000,0.0000
28061,2025,HOM_COMPLETED,population,0,36758.00,0.00000000,0.0000,0.0000
28061,2025,INJURY,population,27,36758.00,0.00073453,0.7345,73.4534
28061,2025,KIDNAPPING,population,0,36758.00,0.00000000,0.0000,0.0000
28061,2025,OTHER,population,1448,36758.00,0.03939279,39.3928,3939.2785
28061,2025,ROBBERY_VIOLENT,population,25,36758.00,0.00068012,0.6801,68.0124
28061,2025,SEXUAL,population,12,36758.00,0.00032646,0.3265,32.6460
28061,2025,THEFT,population,180,36758.00,0.00489689,4.8969,489.6893
28061,2025,VEHICLE_THEFT,population,4,36758.00,0.00010882,0.1088,10.8820
28065,2019,BURGLARY,population,389,183374.00,0.00212135,2.1213,212.1348
28065,2019,DRUG_TRAFFICKING,population,13,183374.00,0.00007089,0.0709,7.0893
28065,2019,HOM_ATTEMPTED,population,0,183374.00,0.00000000,0.0000,0.0000
28065,2019,HOM_COMPLETED,population,0,183374.00,0.00000000,0.0000,0.0000
28065,2019,INJURY,population,47,183374.00,0.00025631,0.2563,25.6307
28065,2019,KIDNAPPING,population,2,183374.00,0.00001091,0.0109,1.0907
28065,2019,OTHER,population,4840,183374.00,0.02639415,26.3941,2639.4145
28065,2019,ROBBERY_VIOLENT,population,384,183374.00,0.00209408,2.0941,209.4081
28065,2019,SEXUAL,population,51,183374.00,0.00027812,0.2781,27.8120
28065,2019,THEFT,population,2437,183374.00,0.01328978,13.2898,1328.9779
28065,2019,VEHICLE_THEFT,population,308,183374.00,0.00167963,1.6796,167.9627
28065,2020,BURGLARY,population,273,185180.00,0.00147424,1.4742,147.4241
28065,2020,DRUG_TRAFFICKING,population,31,185180.00,0.00016740,0.1674,16.7405
28065,2020,HOM_ATTEMPTED,population,2,185180.00,0.00001080,0.0108,1.0800
28065,2020,HOM_COMPLETED,population,3,185180.00,0.00001620,0.0162,1.6200
28065,2020,INJURY,population,34,185180.00,0.00018361,0.1836,18.3605
28065,2020,KIDNAPPING,population,1,185180.00,0.00000540,0.0054,0.5400
28065,2020,OTHER,population,4206,185180.00,0.02271304,22.7130,2271.3036
28065,2020,ROBBERY_VIOLENT,population,287,185180.00,0.00154984,1.5498,154.9843
28065,2020,SEXUAL,population,53,185180.00,0.00028621,0.2862,28.6208
28065,2020,THEFT,population,1854,185180.00,0.01001188,10.0119,1001.1880
28065,2020,VEHICLE_THEFT,population,202,185180.00,0.00109083,1.0908,109.0831
28065,2021,BURGLARY,population,226,183095.00,0.00123433,1.2343,123.4332
28065,2021,DRUG_TRAFFICKING,population,21,183095.00,0.00011469,0.1147,11.4695
28065,2021,HOM_ATTEMPTED,population,0,183095.00,0.00000000,0.0000,0.0000
28065,2021,HOM_COMPLETED,population,1,183095.00,0.00000546,0.0055,0.5462
28065,2021,INJURY,population,26,183095.00,0.00014200,0.1420,14.2003
28065,2021,KIDNAPPING,population,1,183095.00,0.00000546,0.0055,0.5462
28065,2021,OTHER,population,4962,183095.00,0.02710069,27.1007,2710.0685
28065,2021,ROBBERY_VIOLENT,population,360,183095.00,0.00196619,1.9662,196.6192
28065,2021,SEXUAL,population,63,183095.00,0.00034408,0.3441,34.4084
28065,2021,THEFT,population,2413,183095.00,0.01317895,13.1790,1317.8951
28065,2021,VEHICLE_THEFT,population,204,183095.00,0.00111418,1.1142,111.4176
28065,2022,BURGLARY,population,231,183219.00,0.00126079,1.2608,126.0786
28065,2022,DRUG_TRAFFICKING,population,29,183219.00,0.00015828,0.1583,15.8281
28065,2022,HOM_ATTEMPTED,population,1,183219.00,0.00000546,0.0055,0.5458
28065,2022,HOM_COMPLETED,population,0,183219.00,0.00000000,0.0000,0.0000
28065,2022,INJURY,population,27,183219.00,0.00014736,0.1474,14.7365
28065,2022,KIDNAPPING,population,0,183219.00,0.00000000,0.0000,0.0000
28065,2022,OTHER,population,5182,183219.00,0.02828309,28.2831,2828.3093
28065,2022,ROBBERY_VIOLENT,population,282,183219.00,0.00153914,1.5391,153.9142
28065,2022,SEXUAL,population,51,183219.00,0.00027836,0.2784,27.8355
28065,2022,THEFT,population,2502,183219.00,0.01365579,13.6558,1365.5789
28065,2022,VEHICLE_THEFT,population,255,183219.00,0.00139178,1.3918,139.1777
28065,2023,BURGLARY,population,275,185899.00,0.00147930,1.4793,147.9298
28065,2023,DRUG_TRAFFICKING,population,32,185899.00,0.00017214,0.1721,17.2136
28065,2023,HOM_ATTEMPTED,population,0,185899.00,0.00000000,0.0000,0.0000
28065,2023,HOM_COMPLETED,population,1,185899.00,0.00000538,0.0054,0.5379
28065,2023,INJURY,population,36,185899.00,0.00019365,0.1937,19.3654
28065,2023,KIDNAPPING,population,0,185899.00,0.00000000,0.0000,0.0000
28065,2023,OTHER,population,5757,185899.00,0.03096843,30.9684,3096.8429
28065,2023,ROBBERY_VIOLENT,population,259,185899.00,0.00139323,1.3932,139.3230
28065,2023,SEXUAL,population,66,185899.00,0.00035503,0.3550,35.5031
28065,2023,THEFT,population,2420,185899.00,0.01301782,13.0178,1301.7822
28065,2023,VEHICLE_THEFT,population,266,185899.00,0.00143088,1.4309,143.0885
28065,2024,BURGLARY,population,181,189906.00,0.00095310,0.9531,95.3103
28065,2024,DRUG_TRAFFICKING,population,22,189906.00,0.00011585,0.1158,11.5847
28065,2024,HOM_ATTEMPTED,population,4,189906.00,0.00002106,0.0211,2.1063
28065,2024,HOM_COMPLETED,population,0,189906.00,0.00000000,0.0000,0.0000
