measure,year,crime_code,name_en,level,age,sex,cases,is_age_total,comparable_band,share,rate_per_10000
victims,2021,5.7,Offences against intellectual and industrial property,2,31-40,F,2,f,t,0.055556,
victims,2021,5.7,Offences against intellectual and industrial property,2,31-40,U,0,f,t,0.000000,
victims,2021,5.7,Offences against intellectual and industrial property,2,41-64,M,15,f,t,0.416667,
victims,2021,5.7,Offences against intellectual and industrial property,2,41-64,F,8,f,t,0.222222,
victims,2021,5.7,Offences against intellectual and industrial property,2,41-64,U,0,f,t,0.000000,
victims,2021,5.7,Offences against intellectual and industrial property,2,65+,M,2,f,t,0.055556,
victims,2021,5.7,Offences against intellectual and industrial property,2,65+,F,0,f,t,0.000000,
victims,2021,5.7,Offences against intellectual and industrial property,2,65+,U,0,f,t,0.000000,
victims,2021,5.7,Offences against intellectual and industrial property,2,U,M,0,f,f,0.000000,
victims,2021,5.7,Offences against intellectual and industrial property,2,U,F,0,f,f,0.000000,
victims,2021,5.7,Offences against intellectual and industrial property,2,U,U,0,f,f,0.000000,
victims,2021,5.8,Money laundering,2,0-13,M,0,f,f,0.000000,
victims,2021,5.8,Money laundering,2,0-13,F,0,f,f,0.000000,
victims,2021,5.8,Money laundering,2,0-13,U,0,f,f,0.000000,
victims,2021,5.8,Money laundering,2,14-17,M,0,f,t,0.000000,
victims,2021,5.8,Money laundering,2,14-17,F,0,f,t,0.000000,
victims,2021,5.8,Money laundering,2,14-17,U,0,f,t,0.000000,
victims,2021,5.8,Money laundering,2,18-30,M,4,f,t,0.307692,
victims,2021,5.8,Money laundering,2,18-30,F,3,f,t,0.230769,
victims,2021,5.8,Money laundering,2,18-30,U,0,f,t,0.000000,
victims,2021,5.8,Money laundering,2,31-40,M,1,f,t,0.076923,
victims,2021,5.8,Money laundering,2,31-40,F,0,f,t,0.000000,
victims,2021,5.8,Money laundering,2,31-40,U,0,f,t,0.000000,
victims,2021,5.8,Money laundering,2,41-64,M,4,f,t,0.307692,
victims,2021,5.8,Money laundering,2,41-64,F,1,f,t,0.076923,
victims,2021,5.8,Money laundering,2,41-64,U,0,f,t,0.000000,
victims,2021,5.8,Money laundering,2,65+,M,0,f,t,0.000000,
victims,2021,5.8,Money laundering,2,65+,F,0,f,t,0.000000,
victims,2021,5.8,Money laundering,2,65+,U,0,f,t,0.000000,
victims,2021,5.8,Money laundering,2,U,M,0,f,f,0.000000,
victims,2021,5.8,Money laundering,2,U,F,0,f,f,0.000000,
victims,2021,5.8,Money laundering,2,U,U,0,f,f,0.000000,
victims,2021,5.9,Other property offences,2,0-13,M,10,f,f,0.002263,
victims,2021,5.9,Other property offences,2,0-13,F,4,f,f,0.000905,
victims,2021,5.9,Other property offences,2,0-13,U,0,f,f,0.000000,
victims,2021,5.9,Other property offences,2,14-17,M,39,f,t,0.008826,
victims,2021,5.9,Other property offences,2,14-17,F,29,f,t,0.006563,
victims,2021,5.9,Other property offences,2,14-17,U,0,f,t,0.000000,
victims,2021,5.9,Other property offences,2,18-30,M,671,f,t,0.151844,
victims,2021,5.9,Other property offences,2,18-30,F,408,f,t,0.092329,
victims,2021,5.9,Other property offences,2,18-30,U,0,f,t,0.000000,
victims,2021,5.9,Other property offences,2,31-40,M,590,f,t,0.133514,
victims,2021,5.9,Other property offences,2,31-40,F,319,f,t,0.072188,
victims,2021,5.9,Other property offences,2,31-40,U,0,f,t,0.000000,
victims,2021,5.9,Other property offences,2,41-64,M,1147,f,t,0.259561,
victims,2021,5.9,Other property offences,2,41-64,F,746,f,t,0.168816,
victims,2021,5.9,Other property offences,2,41-64,U,0,f,t,0.000000,
victims,2021,5.9,Other property offences,2,65+,M,268,f,t,0.060647,
victims,2021,5.9,Other property offences,2,65+,F,184,f,t,0.041638,
victims,2021,5.9,Other property offences,2,65+,U,0,f,t,0.000000,
victims,2021,5.9,Other property offences,2,U,M,1,f,f,0.000226,
victims,2021,5.9,Other property offences,2,U,F,0,f,f,0.000000,
victims,2021,5.9,Other property offences,2,U,U,3,f,f,0.000679,
victims,2021,6,Offences against public safety,1,0-13,M,0,f,f,0.000000,
victims,2021,6,Offences against public safety,1,0-13,F,0,f,f,0.000000,
victims,2021,6,Offences against public safety,1,0-13,U,0,f,f,0.000000,
victims,2021,6,Offences against public safety,1,14-17,M,2,f,t,0.012500,
victims,2021,6,Offences against public safety,1,14-17,F,1,f,t,0.006250,
victims,2021,6,Offences against public safety,1,14-17,U,0,f,t,0.000000,
victims,2021,6,Offences against public safety,1,18-30,M,23,f,t,0.143750,
victims,2021,6,Offences against public safety,1,18-30,F,9,f,t,0.056250,
victims,2021,6,Offences against public safety,1,18-30,U,1,f,t,0.006250,
victims,2021,6,Offences against public safety,1,31-40,M,31,f,t,0.193750,
victims,2021,6,Offences against public safety,1,31-40,F,11,f,t,0.068750,
victims,2021,6,Offences against public safety,1,31-40,U,0,f,t,0.000000,
victims,2021,6,Offences against public safety,1,41-64,M,45,f,t,0.281250,
victims,2021,6,Offences against public safety,1,41-64,F,20,f,t,0.125000,
victims,2021,6,Offences against public safety,1,41-64,U,0,f,t,0.000000,
victims,2021,6,Offences against public safety,1,65+,M,13,f,t,0.081250,
victims,2021,6,Offences against public safety,1,65+,F,3,f,t,0.018750,
victims,2021,6,Offences against public safety,1,65+,U,0,f,t,0.000000,
victims,2021,6,Offences against public safety,1,U,M,1,f,f,0.006250,
victims,2021,6,Offences against public safety,1,U,F,0,f,f,0.000000,
victims,2021,6,Offences against public safety,1,U,U,0,f,f,0.000000,
victims,2021,6.1,Drug trafficking,2,0-13,M,0,f,f,0.000000,
victims,2021,6.1,Drug trafficking,2,0-13,F,0,f,f,0.000000,
victims,2021,6.1,Drug trafficking,2,0-13,U,0,f,f,0.000000,
victims,2021,6.1,Drug trafficking,2,14-17,M,1,f,t,0.055556,
victims,2021,6.1,Drug trafficking,2,14-17,F,0,f,t,0.000000,
victims,2021,6.1,Drug trafficking,2,14-17,U,0,f,t,0.000000,
victims,2021,6.1,Drug trafficking,2,18-30,M,5,f,t,0.277778,
victims,2021,6.1,Drug trafficking,2,18-30,F,0,f,t,0.000000,
victims,2021,6.1,Drug trafficking,2,18-30,U,0,f,t,0.000000,
victims,2021,6.1,Drug trafficking,2,31-40,M,3,f,t,0.166667,
victims,2021,6.1,Drug trafficking,2,31-40,F,2,f,t,0.111111,
victims,2021,6.1,Drug trafficking,2,31-40,U,0,f,t,0.000000,
victims,2021,6.1,Drug trafficking,2,41-64,M,5,f,t,0.277778,
victims,2021,6.1,Drug trafficking,2,41-64,F,2,f,t,0.111111,
victims,2021,6.1,Drug trafficking,2,41-64,U,0,f,t,0.000000,
victims,2021,6.1,Drug trafficking,2,65+,M,0,f,t,0.000000,
victims,2021,6.1,Drug trafficking,2,65+,F,0,f,t,0.000000,
victims,2021,6.1,Drug trafficking,2,65+,U,0,f,t,0.000000,
victims,2021,6.1,Drug trafficking,2,U,M,0,f,f,0.000000,
victims,2021,6.1,Drug trafficking,2,U,F,0,f,f,0.000000,
victims,2021,6.1,Drug trafficking,2,U,U,0,f,f,0.000000,
victims,2021,6.2,Road safety offences,2,0-13,M,0,f,f,0.000000,
victims,2021,6.2,Road safety offences,2,0-13,F,0,f,f,0.000000,
victims,2021,6.2,Road safety offences,2,0-13,U,0,f,f,0.000000,
victims,2021,6.2,Road safety offences,2,14-17,M,0,f,t,0.000000,
victims,2021,6.2,Road safety offences,2,14-17,F,1,f,t,0.012346,
victims,2021,6.2,Road safety offences,2,14-17,U,0,f,t,0.000000,
victims,2021,6.2,Road safety offences,2,18-30,M,12,f,t,0.148148,
victims,2021,6.2,Road safety offences,2,18-30,F,6,f,t,0.074074,
victims,2021,6.2,Road safety offences,2,18-30,U,0,f,t,0.000000,
victims,2021,6.2,Road safety offences,2,31-40,M,16,f,t,0.197531,
victims,2021,6.2,Road safety offences,2,31-40,F,4,f,t,0.049383,
victims,2021,6.2,Road safety offences,2,31-40,U,0,f,t,0.000000,
victims,2021,6.2,Road safety offences,2,41-64,M,20,f,t,0.246914,
victims,2021,6.2,Road safety offences,2,41-64,F,14,f,t,0.172840,
victims,2021,6.2,Road safety offences,2,41-64,U,0,f,t,0.000000,
victims,2021,6.2,Road safety offences,2,65+,M,6,f,t,0.074074,
victims,2021,6.2,Road safety offences,2,65+,F,1,f,t,0.012346,
victims,2021,6.2,Road safety offences,2,65+,U,0,f,t,0.000000,
victims,2021,6.2,Road safety offences,2,U,M,1,f,f,0.012346,
victims,2021,6.2,Road safety offences,2,U,F,0,f,f,0.000000,
victims,2021,6.2,Road safety offences,2,U,U,0,f,f,0.000000,
victims,2021,6.3,Other offences against public safety,2,0-13,M,0,f,f,0.000000,
victims,2021,6.3,Other offences against public safety,2,0-13,F,0,f,f,0.000000,
victims,2021,6.3,Other offences against public safety,2,0-13,U,0,f,f,0.000000,
victims,2021,6.3,Other offences against public safety,2,14-17,M,1,f,t,0.016393,
victims,2021,6.3,Other offences against public safety,2,14-17,F,0,f,t,0.000000,
victims,2021,6.3,Other offences against public safety,2,14-17,U,0,f,t,0.000000,
victims,2021,6.3,Other offences against public safety,2,18-30,M,6,f,t,0.098361,
victims,2021,6.3,Other offences against public safety,2,18-30,F,3,f,t,0.049180,
victims,2021,6.3,Other offences against public safety,2,18-30,U,1,f,t,0.016393,
victims,2021,6.3,Other offences against public safety,2,31-40,M,12,f,t,0.196721,
victims,2021,6.3,Other offences against public safety,2,31-40,F,5,f,t,0.081967,
victims,2021,6.3,Other offences against public safety,2,31-40,U,0,f,t,0.000000,
victims,2021,6.3,Other offences against public safety,2,41-64,M,20,f,t,0.327869,
victims,2021,6.3,Other offences against public safety,2,41-64,F,4,f,t,0.065574,
victims,2021,6.3,Other offences against public safety,2,41-64,U,0,f,t,0.000000,
victims,2021,6.3,Other offences against public safety,2,65+,M,7,f,t,0.114754,
victims,2021,6.3,Other offences against public safety,2,65+,F,2,f,t,0.032787,
victims,2021,6.3,Other offences against public safety,2,65+,U,0,f,t,0.000000,
victims,2021,6.3,Other offences against public safety,2,U,M,0,f,f,0.000000,
victims,2021,6.3,Other offences against public safety,2,U,F,0,f,f,0.000000,
victims,2021,6.3,Other offences against public safety,2,U,U,0,f,f,0.000000,
victims,2021,7,Forgery offences,1,0-13,M,4,f,f,0.000925,
victims,2021,7,Forgery offences,1,0-13,F,6,f,f,0.001388,
victims,2021,7,Forgery offences,1,0-13,U,0,f,f,0.000000,
victims,2021,7,Forgery offences,1,14-17,M,8,f,t,0.001851,
victims,2021,7,Forgery offences,1,14-17,F,30,f,t,0.006941,
victims,2021,7,Forgery offences,1,14-17,U,0,f,t,0.000000,
victims,2021,7,Forgery offences,1,18-30,M,431,f,t,0.099722,
victims,2021,7,Forgery offences,1,18-30,F,594,f,t,0.137436,
victims,2021,7,Forgery offences,1,18-30,U,0,f,t,0.000000,
victims,2021,7,Forgery offences,1,31-40,M,509,f,t,0.117770,
victims,2021,7,Forgery offences,1,31-40,F,439,f,t,0.101573,
victims,2021,7,Forgery offences,1,31-40,U,0,f,t,0.000000,
victims,2021,7,Forgery offences,1,41-64,M,1124,f,t,0.260065,
victims,2021,7,Forgery offences,1,41-64,F,860,f,t,0.198982,
victims,2021,7,Forgery offences,1,41-64,U,0,f,t,0.000000,
victims,2021,7,Forgery offences,1,65+,M,184,f,t,0.042573,
victims,2021,7,Forgery offences,1,65+,F,131,f,t,0.030310,
victims,2021,7,Forgery offences,1,65+,U,0,f,t,0.000000,
victims,2021,7,Forgery offences,1,U,M,0,f,f,0.000000,
victims,2021,7,Forgery offences,1,U,F,2,f,f,0.000463,
victims,2021,7,Forgery offences,1,U,U,0,f,f,0.000000,
victims,2021,8,Offences against the public administration,1,0-13,M,0,f,f,0.000000,
victims,2021,8,Offences against the public administration,1,0-13,F,0,f,f,0.000000,
victims,2021,8,Offences against the public administration,1,0-13,U,0,f,f,0.000000,
victims,2021,8,Offences against the public administration,1,14-17,M,2,f,t,0.166667,
victims,2021,8,Offences against the public administration,1,14-17,F,1,f,t,0.083333,
victims,2021,8,Offences against the public administration,1,14-17,U,0,f,t,0.000000,
victims,2021,8,Offences against the public administration,1,18-30,M,1,f,t,0.083333,
victims,2021,8,Offences against the public administration,1,18-30,F,4,f,t,0.333333,
victims,2021,8,Offences against the public administration,1,18-30,U,0,f,t,0.000000,
victims,2021,8,Offences against the public administration,1,31-40,M,1,f,t,0.083333,
victims,2021,8,Offences against the public administration,1,31-40,F,0,f,t,0.000000,
victims,2021,8,Offences against the public administration,1,31-40,U,0,f,t,0.000000,
victims,2021,8,Offences against the public administration,1,41-64,M,2,f,t,0.166667,
victims,2021,8,Offences against the public administration,1,41-64,F,1,f,t,0.083333,
victims,2021,8,Offences against the public administration,1,41-64,U,0,f,t,0.000000,
victims,2021,8,Offences against the public administration,1,65+,M,0,f,t,0.000000,
victims,2021,8,Offences against the public administration,1,65+,F,0,f,t,0.000000,
victims,2021,8,Offences against the public administration,1,65+,U,0,f,t,0.000000,
victims,2021,8,Offences against the public administration,1,U,M,0,f,f,0.000000,
victims,2021,8,Offences against the public administration,1,U,F,0,f,f,0.000000,
victims,2021,8,Offences against the public administration,1,U,U,0,f,f,0.000000,
victims,2021,9,Offences against the administration of justice,1,0-13,M,6,f,f,0.002088,
victims,2021,9,Offences against the administration of justice,1,0-13,F,8,f,f,0.002784,
victims,2021,9,Offences against the administration of justice,1,0-13,U,0,f,f,0.000000,
victims,2021,9,Offences against the administration of justice,1,14-17,M,7,f,t,0.002436,
victims,2021,9,Offences against the administration of justice,1,14-17,F,47,f,t,0.016354,
victims,2021,9,Offences against the administration of justice,1,14-17,U,0,f,t,0.000000,
victims,2021,9,Offences against the administration of justice,1,18-30,M,68,f,t,0.023660,
victims,2021,9,Offences against the administration of justice,1,18-30,F,715,f,t,0.248782,
victims,2021,9,Offences against the administration of justice,1,18-30,U,1,f,t,0.000348,
victims,2021,9,Offences against the administration of justice,1,31-40,M,97,f,t,0.033751,
victims,2021,9,Offences against the administration of justice,1,31-40,F,657,f,t,0.228601,
victims,2021,9,Offences against the administration of justice,1,31-40,U,0,f,t,0.000000,
victims,2021,9,Offences against the administration of justice,1,41-64,M,178,f,t,0.061935,
victims,2021,9,Offences against the administration of justice,1,41-64,F,833,f,t,0.289840,
victims,2021,9,Offences against the administration of justice,1,41-64,U,0,f,t,0.000000,
victims,2021,9,Offences against the administration of justice,1,65+,M,54,f,t,0.018789,
victims,2021,9,Offences against the administration of justice,1,65+,F,177,f,t,0.061587,
victims,2021,9,Offences against the administration of justice,1,65+,U,3,f,t,0.001044,
victims,2021,9,Offences against the administration of justice,1,U,M,9,f,f,0.003132,
victims,2021,9,Offences against the administration of justice,1,U,F,10,f,f,0.003479,
victims,2021,9,Offences against the administration of justice,1,U,U,4,f,f,0.001392,
victims,2021,10,Offences against public order,1,0-13,M,2,f,f,0.000723,
victims,2021,10,Offences against public order,1,0-13,F,0,f,f,0.000000,
victims,2021,10,Offences against public order,1,0-13,U,0,f,f,0.000000,
victims,2021,10,Offences against public order,1,14-17,M,4,f,t,0.001445,
victims,2021,10,Offences against public order,1,14-17,F,1,f,t,0.000361,
victims,2021,10,Offences against public order,1,14-17,U,0,f,t,0.000000,
victims,2021,10,Offences against public order,1,18-30,M,95,f,t,0.034321,
victims,2021,10,Offences against public order,1,18-30,F,12,f,t,0.004335,
victims,2021,10,Offences against public order,1,18-30,U,0,f,t,0.000000,
victims,2021,10,Offences against public order,1,31-40,M,411,f,t,0.148483,
victims,2021,10,Offences against public order,1,31-40,F,46,f,t,0.016618,
victims,2021,10,Offences against public order,1,31-40,U,3,f,t,0.001084,
victims,2021,10,Offences against public order,1,41-64,M,176,f,t,0.063584,
victims,2021,10,Offences against public order,1,41-64,F,16,f,t,0.005780,
victims,2021,10,Offences against public order,1,41-64,U,4,f,t,0.001445,
victims,2021,10,Offences against public order,1,65+,M,762,f,t,0.275289,
victims,2021,10,Offences against public order,1,65+,F,31,f,t,0.011199,
victims,2021,10,Offences against public order,1,65+,U,28,f,t,0.010116,
victims,2021,10,Offences against public order,1,U,M,853,f,f,0.308165,
victims,2021,10,Offences against public order,1,U,F,48,f,f,0.017341,
victims,2021,10,Offences against public order,1,U,U,276,f,f,0.099711,
victims,2021,11,Offences under special legislation,1,0-13,M,0,f,f,,
victims,2021,11,Offences under special legislation,1,0-13,F,0,f,f,,
victims,2021,11,Offences under special legislation,1,0-13,U,0,f,f,,
victims,2021,11,Offences under special legislation,1,14-17,M,0,f,t,,
victims,2021,11,Offences under special legislation,1,14-17,F,0,f,t,,
victims,2021,11,Offences under special legislation,1,14-17,U,0,f,t,,
victims,2021,11,Offences under special legislation,1,18-30,M,0,f,t,,
victims,2021,11,Offences under special legislation,1,18-30,F,0,f,t,,
victims,2021,11,Offences under special legislation,1,18-30,U,0,f,t,,
victims,2021,11,Offences under special legislation,1,31-40,M,0,f,t,,
victims,2021,11,Offences under special legislation,1,31-40,F,0,f,t,,
victims,2021,11,Offences under special legislation,1,31-40,U,0,f,t,,
victims,2021,11,Offences under special legislation,1,41-64,M,0,f,t,,
victims,2021,11,Offences under special legislation,1,41-64,F,0,f,t,,
victims,2021,11,Offences under special legislation,1,41-64,U,0,f,t,,
victims,2021,11,Offences under special legislation,1,65+,M,0,f,t,,
victims,2021,11,Offences under special legislation,1,65+,F,0,f,t,,
victims,2021,11,Offences under special legislation,1,65+,U,0,f,t,,
victims,2021,11,Offences under special legislation,1,U,M,0,f,f,,
victims,2021,11,Offences under special legislation,1,U,F,0,f,f,,
victims,2021,11,Offences under special legislation,1,U,U,0,f,f,,
victims,2021,12,Other criminal offences,1,0-13,M,3,f,f,0.004926,
victims,2021,12,Other criminal offences,1,0-13,F,7,f,f,0.011494,
victims,2021,12,Other criminal offences,1,0-13,U,0,f,f,0.000000,
victims,2021,12,Other criminal offences,1,14-17,M,7,f,t,0.011494,
victims,2021,12,Other criminal offences,1,14-17,F,9,f,t,0.014778,
victims,2021,12,Other criminal offences,1,14-17,U,0,f,t,0.000000,
victims,2021,12,Other criminal offences,1,18-30,M,84,f,t,0.137931,
victims,2021,12,Other criminal offences,1,18-30,F,52,f,t,0.085386,
victims,2021,12,Other criminal offences,1,18-30,U,0,f,t,0.000000,
victims,2021,12,Other criminal offences,1,31-40,M,72,f,t,0.118227,
victims,2021,12,Other criminal offences,1,31-40,F,64,f,t,0.105090,
victims,2021,12,Other criminal offences,1,31-40,U,0,f,t,0.000000,
victims,2021,12,Other criminal offences,1,41-64,M,147,f,t,0.241379,
victims,2021,12,Other criminal offences,1,41-64,F,126,f,t,0.206897,
victims,2021,12,Other criminal offences,1,41-64,U,0,f,t,0.000000,
victims,2021,12,Other criminal offences,1,65+,M,16,f,t,0.026273,
victims,2021,12,Other criminal offences,1,65+,F,18,f,t,0.029557,
victims,2021,12,Other criminal offences,1,65+,U,0,f,t,0.000000,
victims,2021,12,Other criminal offences,1,U,M,4,f,f,0.006568,
victims,2021,12,Other criminal offences,1,U,F,0,f,f,0.000000,
victims,2021,12,Other criminal offences,1,U,U,0,f,f,0.000000,
victims,2021,TOTAL,Total criminal offences,0,0-13,M,1267,f,f,0.004999,
victims,2021,TOTAL,Total criminal offences,0,0-13,F,1139,f,f,0.004494,
victims,2021,TOTAL,Total criminal offences,0,0-13,U,4,f,f,0.000016,
victims,2021,TOTAL,Total criminal offences,0,14-17,M,3023,f,t,0.011928,
victims,2021,TOTAL,Total criminal offences,0,14-17,F,2825,f,t,0.011147,
victims,2021,TOTAL,Total criminal offences,0,14-17,U,1,f,t,0.000004,
victims,2021,TOTAL,Total criminal offences,0,18-30,M,29463,f,t,0.116253,
victims,2021,TOTAL,Total criminal offences,0,18-30,F,30656,f,t,0.120961,
victims,2021,TOTAL,Total criminal offences,0,18-30,U,13,f,t,0.000051,
victims,2021,TOTAL,Total criminal offences,0,31-40,M,27544,f,t,0.108681,
victims,2021,TOTAL,Total criminal offences,0,31-40,F,25357,f,t,0.100052,
victims,2021,TOTAL,Total criminal offences,0,31-40,U,17,f,t,0.000067,
victims,2021,TOTAL,Total criminal offences,0,41-64,M,56969,f,t,0.224785,
victims,2021,TOTAL,Total criminal offences,0,41-64,F,46550,f,t,0.183674,
victims,2021,TOTAL,Total criminal offences,0,41-64,U,73,f,t,0.000288,
victims,2021,TOTAL,Total criminal offences,0,65+,M,13794,f,t,0.054428,
victims,2021,TOTAL,Total criminal offences,0,65+,F,13210,f,t,0.052123,
victims,2021,TOTAL,Total criminal offences,0,65+,U,54,f,t,0.000213,
victims,2021,TOTAL,Total criminal offences,0,U,M,1048,f,f,0.004135,
victims,2021,TOTAL,Total criminal offences,0,U,F,109,f,f,0.000430,
victims,2021,TOTAL,Total criminal offences,0,U,U,322,f,f,0.001271,
victims,2022,1,Offences against persons,1,0-13,M,537,f,f,0.015996,
victims,2022,1,Offences against persons,1,0-13,F,383,f,f,0.011409,
victims,2022,1,Offences against persons,1,0-13,U,0,f,f,0.000000,
victims,2022,1,Offences against persons,1,14-17,M,789,f,t,0.023502,
victims,2022,1,Offences against persons,1,14-17,F,752,f,t,0.022400,
victims,2022,1,Offences against persons,1,14-17,U,1,f,t,0.000030,
victims,2022,1,Offences against persons,1,18-30,M,4197,f,t,0.125019,
victims,2022,1,Offences against persons,1,18-30,F,6088,f,t,0.181347,
victims,2022,1,Offences against persons,1,18-30,U,2,f,t,0.000060,
victims,2022,1,Offences against persons,1,31-40,M,3152,f,t,0.093891,
victims,2022,1,Offences against persons,1,31-40,F,5042,f,t,0.150189,
victims,2022,1,Offences against persons,1,31-40,U,1,f,t,0.000030,
victims,2022,1,Offences against persons,1,41-64,M,5100,f,t,0.151917,
victims,2022,1,Offences against persons,1,41-64,F,6102,f,t,0.181764,
victims,2022,1,Offences against persons,1,41-64,U,11,f,t,0.000328,
victims,2022,1,Offences against persons,1,65+,M,571,f,t,0.017009,
victims,2022,1,Offences against persons,1,65+,F,715,f,t,0.021298,
victims,2022,1,Offences against persons,1,65+,U,3,f,t,0.000089,
victims,2022,1,Offences against persons,1,U,M,58,f,f,0.001728,
victims,2022,1,Offences against persons,1,U,F,64,f,f,0.001906,
victims,2022,1,Offences against persons,1,U,U,3,f,f,0.000089,
victims,2022,1.1,Intentional homicide and murder,2,0-13,M,2,f,f,0.010870,
victims,2022,1.1,Intentional homicide and murder,2,0-13,F,3,f,f,0.016304,
victims,2022,1.1,Intentional homicide and murder,2,0-13,U,0,f,f,0.000000,
victims,2022,1.1,Intentional homicide and murder,2,14-17,M,8,f,t,0.043478,
victims,2022,1.1,Intentional homicide and murder,2,14-17,F,0,f,t,0.000000,
victims,2022,1.1,Intentional homicide and murder,2,14-17,U,0,f,t,0.000000,
victims,2022,1.1,Intentional homicide and murder,2,18-30,M,52,f,t,0.282609,
victims,2022,1.1,Intentional homicide and murder,2,18-30,F,12,f,t,0.065217,
victims,2022,1.1,Intentional homicide and murder,2,18-30,U,0,f,t,0.000000,
victims,2022,1.1,Intentional homicide and murder,2,31-40,M,30,f,t,0.163043,
victims,2022,1.1,Intentional homicide and murder,2,31-40,F,7,f,t,0.038043,
victims,2022,1.1,Intentional homicide and murder,2,31-40,U,0,f,t,0.000000,
victims,2022,1.1,Intentional homicide and murder,2,41-64,M,31,f,t,0.168478,
victims,2022,1.1,Intentional homicide and murder,2,41-64,F,16,f,t,0.086957,
victims,2022,1.1,Intentional homicide and murder,2,41-64,U,0,f,t,0.000000,
victims,2022,1.1,Intentional homicide and murder,2,65+,M,5,f,t,0.027174,
victims,2022,1.1,Intentional homicide and murder,2,65+,F,9,f,t,0.048913,
victims,2022,1.1,Intentional homicide and murder,2,65+,U,0,f,t,0.000000,
victims,2022,1.1,Intentional homicide and murder,2,U,M,9,f,f,0.048913,
victims,2022,1.1,Intentional homicide and murder,2,U,F,0,f,f,0.000000,
victims,2022,1.1,Intentional homicide and murder,2,U,U,0,f,f,0.000000,
victims,2022,1.1.1,Completed intentional homicide and murder,3,0-13,M,1,f,f,0.021739,
victims,2022,1.1.1,Completed intentional homicide and murder,3,0-13,F,1,f,f,0.021739,
victims,2022,1.1.1,Completed intentional homicide and murder,3,0-13,U,0,f,f,0.000000,
victims,2022,1.1.1,Completed intentional homicide and murder,3,14-17,M,3,f,t,0.065217,
victims,2022,1.1.1,Completed intentional homicide and murder,3,14-17,F,0,f,t,0.000000,
victims,2022,1.1.1,Completed intentional homicide and murder,3,14-17,U,0,f,t,0.000000,
victims,2022,1.1.1,Completed intentional homicide and murder,3,18-30,M,7,f,t,0.152174,
victims,2022,1.1.1,Completed intentional homicide and murder,3,18-30,F,6,f,t,0.130435,
victims,2022,1.1.1,Completed intentional homicide and murder,3,18-30,U,0,f,t,0.000000,
victims,2022,1.1.1,Completed intentional homicide and murder,3,31-40,M,4,f,t,0.086957,
victims,2022,1.1.1,Completed intentional homicide and murder,3,31-40,F,2,f,t,0.043478,
victims,2022,1.1.1,Completed intentional homicide and murder,3,31-40,U,0,f,t,0.000000,
victims,2022,1.1.1,Completed intentional homicide and murder,3,41-64,M,7,f,t,0.152174,
victims,2022,1.1.1,Completed intentional homicide and murder,3,41-64,F,4,f,t,0.086957,
victims,2022,1.1.1,Completed intentional homicide and murder,3,41-64,U,0,f,t,0.000000,
victims,2022,1.1.1,Completed intentional homicide and murder,3,65+,M,1,f,t,0.021739,
victims,2022,1.1.1,Completed intentional homicide and murder,3,65+,F,6,f,t,0.130435,
victims,2022,1.1.1,Completed intentional homicide and murder,3,65+,U,0,f,t,0.000000,
victims,2022,1.1.1,Completed intentional homicide and murder,3,U,M,4,f,f,0.086957,
victims,2022,1.1.1,Completed intentional homicide and murder,3,U,F,0,f,f,0.000000,
victims,2022,1.1.1,Completed intentional homicide and murder,3,U,U,0,f,f,0.000000,
victims,2022,1.2,Bodily injury,2,0-13,M,267,f,f,0.019413,
victims,2022,1.2,Bodily injury,2,0-13,F,156,f,f,0.011342,
victims,2022,1.2,Bodily injury,2,0-13,U,0,f,f,0.000000,
victims,2022,1.2,Bodily injury,2,14-17,M,607,f,t,0.044133,
victims,2022,1.2,Bodily injury,2,14-17,F,343,f,t,0.024938,
victims,2022,1.2,Bodily injury,2,14-17,U,0,f,t,0.000000,
victims,2022,1.2,Bodily injury,2,18-30,M,2839,f,t,0.206413,
victims,2022,1.2,Bodily injury,2,18-30,F,1268,f,t,0.092191,
victims,2022,1.2,Bodily injury,2,18-30,U,2,f,t,0.000145,
victims,2022,1.2,Bodily injury,2,31-40,M,1984,f,t,0.144249,
victims,2022,1.2,Bodily injury,2,31-40,F,801,f,t,0.058238,
victims,2022,1.2,Bodily injury,2,31-40,U,0,f,t,0.000000,
victims,2022,1.2,Bodily injury,2,41-64,M,3469,f,t,0.252218,
victims,2022,1.2,Bodily injury,2,41-64,F,1457,f,t,0.105933,
victims,2022,1.2,Bodily injury,2,41-64,U,8,f,t,0.000582,
victims,2022,1.2,Bodily injury,2,65+,M,332,f,t,0.024138,
victims,2022,1.2,Bodily injury,2,65+,F,173,f,t,0.012578,
victims,2022,1.2,Bodily injury,2,65+,U,3,f,t,0.000218,
victims,2022,1.2,Bodily injury,2,U,M,35,f,f,0.002545,
victims,2022,1.2,Bodily injury,2,U,F,8,f,f,0.000582,
victims,2022,1.2,Bodily injury,2,U,U,2,f,f,0.000145,
victims,2022,1.3,Domestic violence in the family setting,2,0-13,M,255,f,f,0.013375,
victims,2022,1.3,Domestic violence in the family setting,2,0-13,F,212,f,f,0.011120,
victims,2022,1.3,Domestic violence in the family setting,2,0-13,U,0,f,f,0.000000,
victims,2022,1.3,Domestic violence in the family setting,2,14-17,M,161,f,t,0.008445,
victims,2022,1.3,Domestic violence in the family setting,2,14-17,F,393,f,t,0.020614,
victims,2022,1.3,Domestic violence in the family setting,2,14-17,U,1,f,t,0.000052,
