ine_code,year,crime_code,crime_count
28040,2019,SEXUAL_OTHER,12
28040,2019,ROBBERY_VIOLENT,32
28040,2019,BURGLARY,106
28040,2019,BURGLARY_DWELLING,50
28040,2019,THEFT,251
28040,2019,VEHICLE_THEFT,21
28040,2019,DRUG_TRAFFICKING,6
28040,2019,OTHER_CONVENTIONAL,946
28040,2019,CYBERCRIME,83
28040,2019,CYBER_FRAUD,71
28040,2019,CYBER_OTHER,12
28040,2019,TOTAL,1471
28045,2019,CONVENTIONAL,1815
28045,2019,HOM_COMPLETED,0
28045,2019,HOM_ATTEMPTED,0
28045,2019,INJURY,25
28045,2019,KIDNAPPING,0
28045,2019,SEXUAL,21
28045,2019,SEXUAL_PENETRATION,1
28045,2019,SEXUAL_OTHER,20
28045,2019,ROBBERY_VIOLENT,59
28045,2019,BURGLARY,118
28045,2019,BURGLARY_DWELLING,87
28045,2019,THEFT,443
28045,2019,VEHICLE_THEFT,8
28045,2019,DRUG_TRAFFICKING,8
28045,2019,OTHER_CONVENTIONAL,1133
28045,2019,CYBERCRIME,163
28045,2019,CYBER_FRAUD,129
28045,2019,CYBER_OTHER,34
28045,2019,TOTAL,1978
28047,2019,CONVENTIONAL,3054
28047,2019,HOM_COMPLETED,0
28047,2019,HOM_ATTEMPTED,0
28047,2019,INJURY,44
28047,2019,KIDNAPPING,0
28047,2019,SEXUAL,29
28047,2019,SEXUAL_PENETRATION,4
28047,2019,SEXUAL_OTHER,25
28047,2019,ROBBERY_VIOLENT,138
28047,2019,BURGLARY,157
28047,2019,BURGLARY_DWELLING,112
28047,2019,THEFT,941
28047,2019,VEHICLE_THEFT,21
28047,2019,DRUG_TRAFFICKING,23
28047,2019,OTHER_CONVENTIONAL,1701
28047,2019,CYBERCRIME,198
28047,2019,CYBER_FRAUD,165
28047,2019,CYBER_OTHER,33
28047,2019,TOTAL,3252
28049,2019,CONVENTIONAL,3280
28049,2019,HOM_COMPLETED,1
28049,2019,HOM_ATTEMPTED,0
28049,2019,INJURY,27
28049,2019,KIDNAPPING,0
28049,2019,SEXUAL,14
28049,2019,SEXUAL_PENETRATION,1
28049,2019,SEXUAL_OTHER,13
28049,2019,ROBBERY_VIOLENT,88
28049,2019,BURGLARY,201
28049,2019,BURGLARY_DWELLING,110
28049,2019,THEFT,898
28049,2019,VEHICLE_THEFT,97
28049,2019,DRUG_TRAFFICKING,20
28049,2019,OTHER_CONVENTIONAL,1934
28049,2019,CYBERCRIME,237
28049,2019,CYBER_FRAUD,194
28049,2019,CYBER_OTHER,43
28049,2019,TOTAL,3517
28058,2019,CONVENTIONAL,5844
28058,2019,HOM_COMPLETED,1
28058,2019,HOM_ATTEMPTED,4
28058,2019,INJURY,22
28058,2019,KIDNAPPING,0
28058,2019,SEXUAL,27
28058,2019,SEXUAL_PENETRATION,1
28058,2019,SEXUAL_OTHER,26
28058,2019,ROBBERY_VIOLENT,296
28058,2019,BURGLARY,251
28058,2019,BURGLARY_DWELLING,126
28058,2019,THEFT,1860
28058,2019,VEHICLE_THEFT,199
28058,2019,DRUG_TRAFFICKING,31
28058,2019,OTHER_CONVENTIONAL,3153
28058,2019,CYBERCRIME,1046
28058,2019,CYBER_FRAUD,978
28058,2019,CYBER_OTHER,68
28058,2019,TOTAL,6890
28061,2019,CONVENTIONAL,1836
28061,2019,HOM_COMPLETED,0
28061,2019,HOM_ATTEMPTED,0
28061,2019,INJURY,9
28061,2019,KIDNAPPING,0
28061,2019,SEXUAL,21
28061,2019,SEXUAL_PENETRATION,0
28061,2019,SEXUAL_OTHER,21
28061,2019,ROBBERY_VIOLENT,28
28061,2019,BURGLARY,234
28061,2019,BURGLARY_DWELLING,177
28061,2019,THEFT,231
28061,2019,VEHICLE_THEFT,5
28061,2019,DRUG_TRAFFICKING,7
28061,2019,OTHER_CONVENTIONAL,1301
28061,2019,CYBERCRIME,172
28061,2019,CYBER_FRAUD,131
28061,2019,CYBER_OTHER,41
28061,2019,TOTAL,2008
28065,2019,CONVENTIONAL,7824
28065,2019,HOM_COMPLETED,0
28065,2019,HOM_ATTEMPTED,0
28065,2019,INJURY,47
28065,2019,KIDNAPPING,2
28065,2019,SEXUAL,51
28065,2019,SEXUAL_PENETRATION,3
28065,2019,SEXUAL_OTHER,48
28065,2019,ROBBERY_VIOLENT,384
28065,2019,BURGLARY,389
28065,2019,BURGLARY_DWELLING,259
28065,2019,THEFT,2437
28065,2019,VEHICLE_THEFT,308
28065,2019,DRUG_TRAFFICKING,13
28065,2019,OTHER_CONVENTIONAL,4193
28065,2019,CYBERCRIME,647
28065,2019,CYBER_FRAUD,541
28065,2019,CYBER_OTHER,106
28065,2019,TOTAL,8471
28074,2019,CONVENTIONAL,8877
28074,2019,HOM_COMPLETED,2
28074,2019,HOM_ATTEMPTED,0
28074,2019,INJURY,56
28074,2019,KIDNAPPING,1
28074,2019,SEXUAL,54
28074,2019,SEXUAL_PENETRATION,8
28074,2019,SEXUAL_OTHER,46
28074,2019,ROBBERY_VIOLENT,355
28074,2019,BURGLARY,400
28074,2019,BURGLARY_DWELLING,188
28074,2019,THEFT,3672
28074,2019,VEHICLE_THEFT,222
28074,2019,DRUG_TRAFFICKING,30
28074,2019,OTHER_CONVENTIONAL,4085
28074,2019,CYBERCRIME,666
28074,2019,CYBER_FRAUD,607
28074,2019,CYBER_OTHER,59
28074,2019,TOTAL,9543
28079,2019,CONVENTIONAL,230466
28079,2019,HOM_COMPLETED,16
28079,2019,HOM_ATTEMPTED,42
28079,2019,INJURY,1447
28079,2019,KIDNAPPING,9
28079,2019,SEXUAL,1105
28079,2019,SEXUAL_PENETRATION,138
28079,2019,SEXUAL_OTHER,967
28079,2019,ROBBERY_VIOLENT,10813
28079,2019,BURGLARY,8784
28079,2019,BURGLARY_DWELLING,5125
28079,2019,THEFT,111709
28079,2019,VEHICLE_THEFT,4981
28079,2019,DRUG_TRAFFICKING,1947
28079,2019,OTHER_CONVENTIONAL,89613
28079,2019,CYBERCRIME,21897
28079,2019,CYBER_FRAUD,19866
28079,2019,CYBER_OTHER,2031
28079,2019,TOTAL,252363
28080,2019,CONVENTIONAL,3772
28080,2019,HOM_COMPLETED,0
28080,2019,HOM_ATTEMPTED,3
28080,2019,INJURY,24
28080,2019,KIDNAPPING,0
28080,2019,SEXUAL,20
28080,2019,SEXUAL_PENETRATION,3
28080,2019,SEXUAL_OTHER,17
28080,2019,ROBBERY_VIOLENT,83
28080,2019,BURGLARY,389
28080,2019,BURGLARY_DWELLING,301
28080,2019,THEFT,1427
28080,2019,VEHICLE_THEFT,74
28080,2019,DRUG_TRAFFICKING,17
28080,2019,OTHER_CONVENTIONAL,1735
28080,2019,CYBERCRIME,312
28080,2019,CYBER_FRAUD,263
28080,2019,CYBER_OTHER,49
28080,2019,TOTAL,4084
28084,2019,CONVENTIONAL,1279
28084,2019,HOM_COMPLETED,0
28084,2019,HOM_ATTEMPTED,0
28084,2019,INJURY,18
28084,2019,KIDNAPPING,0
28084,2019,SEXUAL,1
28084,2019,SEXUAL_PENETRATION,0
28084,2019,SEXUAL_OTHER,1
28084,2019,ROBBERY_VIOLENT,19
28084,2019,BURGLARY,80
28084,2019,BURGLARY_DWELLING,42
28084,2019,THEFT,245
28084,2019,VEHICLE_THEFT,29
28084,2019,DRUG_TRAFFICKING,3
28084,2019,OTHER_CONVENTIONAL,884
28084,2019,CYBERCRIME,89
28084,2019,CYBER_FRAUD,73
28084,2019,CYBER_OTHER,16
28084,2019,TOTAL,1368
28092,2019,CONVENTIONAL,7181
28092,2019,HOM_COMPLETED,1
28092,2019,HOM_ATTEMPTED,3
28092,2019,INJURY,61
28092,2019,KIDNAPPING,1
28092,2019,SEXUAL,44
28092,2019,SEXUAL_PENETRATION,4
28092,2019,SEXUAL_OTHER,40
28092,2019,ROBBERY_VIOLENT,369
28092,2019,BURGLARY,376
28092,2019,BURGLARY_DWELLING,265
28092,2019,THEFT,2097
28092,2019,VEHICLE_THEFT,221
28092,2019,DRUG_TRAFFICKING,45
28092,2019,OTHER_CONVENTIONAL,3963
28092,2019,CYBERCRIME,1357
28092,2019,CYBER_FRAUD,1210
28092,2019,CYBER_OTHER,147
28092,2019,TOTAL,8538
28096,2019,CONVENTIONAL,1020
28096,2019,HOM_COMPLETED,0
28096,2019,HOM_ATTEMPTED,0
28096,2019,INJURY,5
28096,2019,KIDNAPPING,0
28096,2019,SEXUAL,13
28096,2019,SEXUAL_PENETRATION,0
28096,2019,SEXUAL_OTHER,13
28096,2019,ROBBERY_VIOLENT,9
28096,2019,BURGLARY,87
28096,2019,BURGLARY_DWELLING,72
28096,2019,THEFT,190
28096,2019,VEHICLE_THEFT,25
28096,2019,DRUG_TRAFFICKING,14
28096,2019,OTHER_CONVENTIONAL,677
28096,2019,CYBERCRIME,135
28096,2019,CYBER_FRAUD,125
28096,2019,CYBER_OTHER,10
28096,2019,TOTAL,1155
28104,2019,CONVENTIONAL,860
28104,2019,HOM_COMPLETED,0
28104,2019,HOM_ATTEMPTED,0
28104,2019,INJURY,4
28104,2019,KIDNAPPING,1
28104,2019,SEXUAL,2
28104,2019,SEXUAL_PENETRATION,1
28104,2019,SEXUAL_OTHER,1
28104,2019,ROBBERY_VIOLENT,13
28104,2019,BURGLARY,89
28104,2019,BURGLARY_DWELLING,50
28104,2019,THEFT,133
28104,2019,VEHICLE_THEFT,39
28104,2019,DRUG_TRAFFICKING,2
28104,2019,OTHER_CONVENTIONAL,577
28104,2019,CYBERCRIME,111
28104,2019,CYBER_FRAUD,104
28104,2019,CYBER_OTHER,7
28104,2019,TOTAL,971
28106,2019,CONVENTIONAL,6014
28106,2019,HOM_COMPLETED,1
28106,2019,HOM_ATTEMPTED,1
28106,2019,INJURY,21
28106,2019,KIDNAPPING,0
28106,2019,SEXUAL,38
28106,2019,SEXUAL_PENETRATION,5
28106,2019,SEXUAL_OTHER,33
28106,2019,ROBBERY_VIOLENT,414
28106,2019,BURGLARY,190
28106,2019,BURGLARY_DWELLING,91
28106,2019,THEFT,1597
28106,2019,VEHICLE_THEFT,139
28106,2019,DRUG_TRAFFICKING,20
28106,2019,OTHER_CONVENTIONAL,3593
28106,2019,CYBERCRIME,151
28106,2019,CYBER_FRAUD,120
28106,2019,CYBER_OTHER,31
28106,2019,TOTAL,6165
28113,2019,CONVENTIONAL,2546
28113,2019,HOM_COMPLETED,0
28113,2019,HOM_ATTEMPTED,0
28113,2019,INJURY,18
28113,2019,KIDNAPPING,0
28113,2019,SEXUAL,8
28113,2019,SEXUAL_PENETRATION,1
28113,2019,SEXUAL_OTHER,7
28113,2019,ROBBERY_VIOLENT,97
28113,2019,BURGLARY,157
28113,2019,BURGLARY_DWELLING,105
28113,2019,THEFT,731
28113,2019,VEHICLE_THEFT,24
28113,2019,DRUG_TRAFFICKING,10
28113,2019,OTHER_CONVENTIONAL,1501
28113,2019,CYBERCRIME,153
28113,2019,CYBER_FRAUD,123
28113,2019,CYBER_OTHER,30
28113,2019,TOTAL,2699
28115,2019,CONVENTIONAL,3186
28115,2019,HOM_COMPLETED,0
28115,2019,HOM_ATTEMPTED,1
28115,2019,INJURY,13
28115,2019,KIDNAPPING,0
28115,2019,SEXUAL,14
28115,2019,SEXUAL_PENETRATION,1
28115,2019,SEXUAL_OTHER,13
28115,2019,ROBBERY_VIOLENT,76
28115,2019,BURGLARY,184
28115,2019,BURGLARY_DWELLING,126
28115,2019,THEFT,1049
28115,2019,VEHICLE_THEFT,91
28115,2019,DRUG_TRAFFICKING,12
28115,2019,OTHER_CONVENTIONAL,1746
28115,2019,CYBERCRIME,478
28115,2019,CYBER_FRAUD,450
28115,2019,CYBER_OTHER,28
28115,2019,TOTAL,3664
28123,2019,CONVENTIONAL,5208
28123,2019,HOM_COMPLETED,0
28123,2019,HOM_ATTEMPTED,1
28123,2019,INJURY,22
28123,2019,KIDNAPPING,0
28123,2019,SEXUAL,22
28123,2019,SEXUAL_PENETRATION,3
28123,2019,SEXUAL_OTHER,19
28123,2019,ROBBERY_VIOLENT,133
28123,2019,BURGLARY,353
28123,2019,BURGLARY_DWELLING,255
28123,2019,THEFT,1814
28123,2019,VEHICLE_THEFT,49
28123,2019,DRUG_TRAFFICKING,14
28123,2019,OTHER_CONVENTIONAL,2800
28123,2019,CYBERCRIME,299
28123,2019,CYBER_FRAUD,257
28123,2019,CYBER_OTHER,42
28123,2019,TOTAL,5507
28127,2019,CONVENTIONAL,4305
28127,2019,HOM_COMPLETED,0
28127,2019,HOM_ATTEMPTED,0
28127,2019,INJURY,29
28127,2019,KIDNAPPING,0
28127,2019,SEXUAL,24
28127,2019,SEXUAL_PENETRATION,2
28127,2019,SEXUAL_OTHER,22
28127,2019,ROBBERY_VIOLENT,118
28127,2019,BURGLARY,380
28127,2019,BURGLARY_DWELLING,305
28127,2019,THEFT,1529
28127,2019,VEHICLE_THEFT,52
28127,2019,DRUG_TRAFFICKING,4
28127,2019,OTHER_CONVENTIONAL,2169
28127,2019,CYBERCRIME,393
28127,2019,CYBER_FRAUD,321
28127,2019,CYBER_OTHER,72
28127,2019,TOTAL,4698
28130,2019,CONVENTIONAL,1736
28130,2019,HOM_COMPLETED,0
28130,2019,HOM_ATTEMPTED,0
28130,2019,INJURY,7
28130,2019,KIDNAPPING,0
28130,2019,SEXUAL,7
28130,2019,SEXUAL_PENETRATION,3
28130,2019,SEXUAL_OTHER,4
28130,2019,ROBBERY_VIOLENT,38
28130,2019,BURGLARY,82
28130,2019,BURGLARY_DWELLING,39
28130,2019,THEFT,583
28130,2019,VEHICLE_THEFT,69
28130,2019,DRUG_TRAFFICKING,15
28130,2019,OTHER_CONVENTIONAL,935
28130,2019,CYBERCRIME,119
28130,2019,CYBER_FRAUD,93
28130,2019,CYBER_OTHER,26
28130,2019,TOTAL,1855
28134,2019,CONVENTIONAL,4215
28134,2019,HOM_COMPLETED,0
28134,2019,HOM_ATTEMPTED,0
28134,2019,INJURY,14
28134,2019,KIDNAPPING,0
28134,2019,SEXUAL,22
28134,2019,SEXUAL_PENETRATION,7
28134,2019,SEXUAL_OTHER,15
28134,2019,ROBBERY_VIOLENT,105
28134,2019,BURGLARY,276
28134,2019,BURGLARY_DWELLING,147
28134,2019,THEFT,1910
28134,2019,VEHICLE_THEFT,89
28134,2019,DRUG_TRAFFICKING,9
28134,2019,OTHER_CONVENTIONAL,1790
28134,2019,CYBERCRIME,598
28134,2019,CYBER_FRAUD,535
28134,2019,CYBER_OTHER,63
28134,2019,TOTAL,4813
28148,2019,CONVENTIONAL,4399
28148,2019,HOM_COMPLETED,0
28148,2019,HOM_ATTEMPTED,4
28148,2019,INJURY,46
28148,2019,KIDNAPPING,0
28148,2019,SEXUAL,31
28148,2019,SEXUAL_PENETRATION,6
28148,2019,SEXUAL_OTHER,25
28148,2019,ROBBERY_VIOLENT,95
28148,2019,BURGLARY,232
28148,2019,BURGLARY_DWELLING,110
28148,2019,THEFT,1247
28148,2019,VEHICLE_THEFT,93
28148,2019,DRUG_TRAFFICKING,20
28148,2019,OTHER_CONVENTIONAL,2631
28148,2019,CYBERCRIME,292
28148,2019,CYBER_FRAUD,236
28148,2019,CYBER_OTHER,56
28148,2019,TOTAL,4691
28152,2019,CONVENTIONAL,1163
28152,2019,HOM_COMPLETED,0
28152,2019,HOM_ATTEMPTED,0
28152,2019,INJURY,13
28152,2019,KIDNAPPING,0
28152,2019,SEXUAL,5
28152,2019,SEXUAL_PENETRATION,0
28152,2019,SEXUAL_OTHER,5
28152,2019,ROBBERY_VIOLENT,23
28152,2019,BURGLARY,149
28152,2019,BURGLARY_DWELLING,132
28152,2019,THEFT,305
28152,2019,VEHICLE_THEFT,6
28152,2019,DRUG_TRAFFICKING,7
28152,2019,OTHER_CONVENTIONAL,655
28152,2019,CYBERCRIME,157
28152,2019,CYBER_FRAUD,126
28152,2019,CYBER_OTHER,31
28152,2019,TOTAL,1320
28903,2019,CONVENTIONAL,1150
28903,2019,HOM_COMPLETED,0
28903,2019,HOM_ATTEMPTED,0
28903,2019,INJURY,8
28903,2019,KIDNAPPING,0
28903,2019,SEXUAL,8
28903,2019,SEXUAL_PENETRATION,2
28903,2019,SEXUAL_OTHER,6
28903,2019,ROBBERY_VIOLENT,26
28903,2019,BURGLARY,69
28903,2019,BURGLARY_DWELLING,56
28903,2019,THEFT,352
28903,2019,VEHICLE_THEFT,8
28903,2019,DRUG_TRAFFICKING,8
28903,2019,OTHER_CONVENTIONAL,671
28903,2019,CYBERCRIME,120
28903,2019,CYBER_FRAUD,106
28903,2019,CYBER_OTHER,14
28903,2019,TOTAL,1270
28161,2019,CONVENTIONAL,3164
28161,2019,HOM_COMPLETED,1
28161,2019,HOM_ATTEMPTED,1
28161,2019,INJURY,39
28161,2019,KIDNAPPING,1
28161,2019,SEXUAL,26
28161,2019,SEXUAL_PENETRATION,4
28161,2019,SEXUAL_OTHER,22
28161,2019,ROBBERY_VIOLENT,95
28161,2019,BURGLARY,181
28161,2019,BURGLARY_DWELLING,104
28161,2019,THEFT,652
28161,2019,VEHICLE_THEFT,66
28161,2019,DRUG_TRAFFICKING,8
28161,2019,OTHER_CONVENTIONAL,2094
28161,2019,CYBERCRIME,362
28161,2019,CYBER_FRAUD,294
28161,2019,CYBER_OTHER,68
28161,2019,TOTAL,3526
28176,2019,CONVENTIONAL,908
28176,2019,HOM_COMPLETED,0
28176,2019,HOM_ATTEMPTED,0
28176,2019,INJURY,5
28176,2019,KIDNAPPING,0
28176,2019,SEXUAL,8
28176,2019,SEXUAL_PENETRATION,1
28176,2019,SEXUAL_OTHER,7
28176,2019,ROBBERY_VIOLENT,20
28176,2019,BURGLARY,67
28176,2019,BURGLARY_DWELLING,65
28176,2019,THEFT,247
28176,2019,VEHICLE_THEFT,6
28176,2019,DRUG_TRAFFICKING,1
28176,2019,OTHER_CONVENTIONAL,554
28176,2019,CYBERCRIME,85
28176,2019,CYBER_FRAUD,70
28176,2019,CYBER_OTHER,15
28176,2019,TOTAL,993
28181,2019,CONVENTIONAL,1036
28181,2019,HOM_COMPLETED,0
28181,2019,HOM_ATTEMPTED,0
28181,2019,INJURY,12
28181,2019,KIDNAPPING,0
28181,2019,SEXUAL,15
28181,2019,SEXUAL_PENETRATION,2
28181,2019,SEXUAL_OTHER,13
28181,2019,ROBBERY_VIOLENT,36
28181,2019,BURGLARY,141
28181,2019,BURGLARY_DWELLING,110
28181,2019,THEFT,294
28181,2019,VEHICLE_THEFT,11
28181,2019,DRUG_TRAFFICKING,8
28181,2019,OTHER_CONVENTIONAL,519
28181,2019,CYBERCRIME,143
28181,2019,CYBER_FRAUD,111
28181,2019,CYBER_OTHER,32
28181,2019,TOTAL,1179
28005,2020,HOM_COMPLETED,1
28005,2020,HOM_ATTEMPTED,1
28005,2020,INJURY,43
28005,2020,KIDNAPPING,1
28005,2020,SEXUAL,49
28005,2020,SEXUAL_PENETRATION,3
28005,2020,SEXUAL_OTHER,46
28005,2020,ROBBERY_VIOLENT,150
28005,2020,BURGLARY,294
28005,2020,BURGLARY_DWELLING,138
28005,2020,THEFT,1833
28005,2020,VEHICLE_THEFT,167
28005,2020,DRUG_TRAFFICKING,40
28005,2020,OTHER,5444
28005,2020,TOTAL,8023
28006,2020,HOM_COMPLETED,0
28006,2020,HOM_ATTEMPTED,3
28006,2020,INJURY,39
28006,2020,KIDNAPPING,0
28006,2020,SEXUAL,41
28006,2020,SEXUAL_PENETRATION,5
28006,2020,SEXUAL_OTHER,36
28006,2020,ROBBERY_VIOLENT,75
28006,2020,BURGLARY,159
28006,2020,BURGLARY_DWELLING,83
28006,2020,THEFT,933
28006,2020,VEHICLE_THEFT,225
28006,2020,DRUG_TRAFFICKING,25
28006,2020,OTHER,2792
28006,2020,TOTAL,4292
28007,2020,HOM_COMPLETED,1
28007,2020,HOM_ATTEMPTED,2
28007,2020,INJURY,32
28007,2020,KIDNAPPING,0
28007,2020,SEXUAL,29
28007,2020,SEXUAL_PENETRATION,3
28007,2020,SEXUAL_OTHER,26
28007,2020,ROBBERY_VIOLENT,203
28007,2020,BURGLARY,220
28007,2020,BURGLARY_DWELLING,112
28007,2020,THEFT,1768
28007,2020,VEHICLE_THEFT,119
28007,2020,DRUG_TRAFFICKING,26
28007,2020,OTHER,3471
28007,2020,TOTAL,5871
28009,2020,HOM_COMPLETED,0
28009,2020,HOM_ATTEMPTED,0
28009,2020,INJURY,4
28009,2020,KIDNAPPING,0
28009,2020,SEXUAL,5
28009,2020,SEXUAL_PENETRATION,1
28009,2020,SEXUAL_OTHER,4
28009,2020,ROBBERY_VIOLENT,6
28009,2020,BURGLARY,21
28009,2020,BURGLARY_DWELLING,11
28009,2020,THEFT,96
28009,2020,VEHICLE_THEFT,8
28009,2020,DRUG_TRAFFICKING,1
28009,2020,OTHER,408
28009,2020,TOTAL,549
28013,2020,HOM_COMPLETED,0
28013,2020,HOM_ATTEMPTED,0
28013,2020,INJURY,20
28013,2020,KIDNAPPING,0
28013,2020,SEXUAL,8
28013,2020,SEXUAL_PENETRATION,0
28013,2020,SEXUAL_OTHER,8
28013,2020,ROBBERY_VIOLENT,30
28013,2020,BURGLARY,89
28013,2020,BURGLARY_DWELLING,59
28013,2020,THEFT,449
28013,2020,VEHICLE_THEFT,29
28013,2020,DRUG_TRAFFICKING,11
28013,2020,OTHER,1471
28013,2020,TOTAL,2107
28014,2020,HOM_COMPLETED,0
28014,2020,HOM_ATTEMPTED,0
28014,2020,INJURY,36
28014,2020,KIDNAPPING,0
28014,2020,SEXUAL,14
28014,2020,SEXUAL_PENETRATION,2
28014,2020,SEXUAL_OTHER,12
28014,2020,ROBBERY_VIOLENT,51
28014,2020,BURGLARY,118
28014,2020,BURGLARY_DWELLING,48
28014,2020,THEFT,364
28014,2020,VEHICLE_THEFT,22
28014,2020,DRUG_TRAFFICKING,10
28014,2020,OTHER,1631
28014,2020,TOTAL,2246
28015,2020,HOM_COMPLETED,0
28015,2020,HOM_ATTEMPTED,3
28015,2020,INJURY,15
28015,2020,KIDNAPPING,0
28015,2020,SEXUAL,9
28015,2020,SEXUAL_PENETRATION,1
28015,2020,SEXUAL_OTHER,8
28015,2020,ROBBERY_VIOLENT,36
28015,2020,BURGLARY,77
28015,2020,BURGLARY_DWELLING,49
28015,2020,THEFT,1015
28015,2020,VEHICLE_THEFT,59
28015,2020,DRUG_TRAFFICKING,4
28015,2020,OTHER,1124
28015,2020,TOTAL,2342
28022,2020,HOM_COMPLETED,0
28022,2020,HOM_ATTEMPTED,0
28022,2020,INJURY,12
28022,2020,KIDNAPPING,0
28022,2020,SEXUAL,7
28022,2020,SEXUAL_PENETRATION,0
28022,2020,SEXUAL_OTHER,7
28022,2020,ROBBERY_VIOLENT,32
28022,2020,BURGLARY,67
28022,2020,BURGLARY_DWELLING,53
28022,2020,THEFT,266
28022,2020,VEHICLE_THEFT,8
28022,2020,DRUG_TRAFFICKING,2
28022,2020,OTHER,834
28022,2020,TOTAL,1228
28040,2020,HOM_COMPLETED,2
28040,2020,HOM_ATTEMPTED,1
28040,2020,INJURY,10
28040,2020,KIDNAPPING,0
28040,2020,SEXUAL,7
28040,2020,SEXUAL_PENETRATION,0
28040,2020,SEXUAL_OTHER,7
28040,2020,ROBBERY_VIOLENT,38
28040,2020,BURGLARY,80
28040,2020,BURGLARY_DWELLING,47
28040,2020,THEFT,202
28040,2020,VEHICLE_THEFT,25
28040,2020,DRUG_TRAFFICKING,10
28040,2020,OTHER,798
28040,2020,TOTAL,1173
28045,2020,HOM_COMPLETED,0
28045,2020,HOM_ATTEMPTED,2
28045,2020,INJURY,22
28045,2020,KIDNAPPING,1
28045,2020,SEXUAL,13
28045,2020,SEXUAL_PENETRATION,0
28045,2020,SEXUAL_OTHER,13
28045,2020,ROBBERY_VIOLENT,40
28045,2020,BURGLARY,66
28045,2020,BURGLARY_DWELLING,50
28045,2020,THEFT,336
28045,2020,VEHICLE_THEFT,9
28045,2020,DRUG_TRAFFICKING,8
28045,2020,OTHER,1000
28045,2020,TOTAL,1497
28047,2020,HOM_COMPLETED,1
28047,2020,HOM_ATTEMPTED,2
28047,2020,INJURY,30
28047,2020,KIDNAPPING,0
28047,2020,SEXUAL,26
28047,2020,SEXUAL_PENETRATION,3
28047,2020,SEXUAL_OTHER,23
28047,2020,ROBBERY_VIOLENT,44
28047,2020,BURGLARY,110
28047,2020,BURGLARY_DWELLING,65
28047,2020,THEFT,506
28047,2020,VEHICLE_THEFT,19
28047,2020,DRUG_TRAFFICKING,17
28047,2020,OTHER,1598
28047,2020,TOTAL,2353
28049,2020,HOM_COMPLETED,0
28049,2020,HOM_ATTEMPTED,3
28049,2020,INJURY,24
28049,2020,KIDNAPPING,0
28049,2020,SEXUAL,9
28049,2020,SEXUAL_PENETRATION,1
28049,2020,SEXUAL_OTHER,8
28049,2020,ROBBERY_VIOLENT,60
28049,2020,BURGLARY,115
28049,2020,BURGLARY_DWELLING,61
28049,2020,THEFT,672
28049,2020,VEHICLE_THEFT,67
28049,2020,DRUG_TRAFFICKING,25
28049,2020,OTHER,1938
28049,2020,TOTAL,2913
28058,2020,HOM_COMPLETED,1
28058,2020,HOM_ATTEMPTED,4
28058,2020,INJURY,28
28058,2020,KIDNAPPING,0
28058,2020,SEXUAL,38
28058,2020,SEXUAL_PENETRATION,1
28058,2020,SEXUAL_OTHER,37
28058,2020,ROBBERY_VIOLENT,186
28058,2020,BURGLARY,246
28058,2020,BURGLARY_DWELLING,131
28058,2020,THEFT,1413
28058,2020,VEHICLE_THEFT,140
28058,2020,DRUG_TRAFFICKING,37
28058,2020,OTHER,3103
28058,2020,TOTAL,5196
28061,2020,HOM_COMPLETED,0
28061,2020,HOM_ATTEMPTED,0
28061,2020,INJURY,21
28061,2020,KIDNAPPING,0
28061,2020,SEXUAL,16
28061,2020,SEXUAL_PENETRATION,2
28061,2020,SEXUAL_OTHER,14
28061,2020,ROBBERY_VIOLENT,26
28061,2020,BURGLARY,162
28061,2020,BURGLARY_DWELLING,144
28061,2020,THEFT,184
28061,2020,VEHICLE_THEFT,3
28061,2020,DRUG_TRAFFICKING,3
28061,2020,OTHER,1290
28061,2020,TOTAL,1705
28065,2020,HOM_COMPLETED,3
28065,2020,HOM_ATTEMPTED,2
28065,2020,INJURY,34
28065,2020,KIDNAPPING,1
28065,2020,SEXUAL,53
28065,2020,SEXUAL_PENETRATION,5
28065,2020,SEXUAL_OTHER,48
28065,2020,ROBBERY_VIOLENT,287
28065,2020,BURGLARY,273
28065,2020,BURGLARY_DWELLING,173
28065,2020,THEFT,1854
28065,2020,VEHICLE_THEFT,202
28065,2020,DRUG_TRAFFICKING,31
28065,2020,OTHER,4206
28065,2020,TOTAL,6946
28074,2020,HOM_COMPLETED,0
28074,2020,HOM_ATTEMPTED,1
28074,2020,INJURY,37
28074,2020,KIDNAPPING,0
28074,2020,SEXUAL,40
28074,2020,SEXUAL_PENETRATION,4
28074,2020,SEXUAL_OTHER,36
28074,2020,ROBBERY_VIOLENT,283
28074,2020,BURGLARY,307
28074,2020,BURGLARY_DWELLING,146
28074,2020,THEFT,2767
28074,2020,VEHICLE_THEFT,185
28074,2020,DRUG_TRAFFICKING,24
28074,2020,OTHER,4213
28074,2020,TOTAL,7857
28079,2020,HOM_COMPLETED,16
28079,2020,HOM_ATTEMPTED,46
28079,2020,INJURY,1304
28079,2020,KIDNAPPING,4
28079,2020,SEXUAL,1124
28079,2020,SEXUAL_PENETRATION,132
28079,2020,SEXUAL_OTHER,992
28079,2020,ROBBERY_VIOLENT,7575
28079,2020,BURGLARY,5832
28079,2020,BURGLARY_DWELLING,2872
28079,2020,THEFT,63107
28079,2020,VEHICLE_THEFT,3727
28079,2020,DRUG_TRAFFICKING,1825
28079,2020,OTHER,97681
28079,2020,TOTAL,182241
