ine_code,year,sex,population
28084,2019,F,11734
28085,2025,T,7350
28085,2024,T,7139
28085,2023,T,6945
28085,2022,T,6711
28085,2021,T,6585
28085,2020,T,6362
28085,2019,T,6108
28085,2025,M,3728
28085,2024,M,3623
28085,2023,M,3544
28085,2022,M,3440
28085,2021,M,3377
28085,2020,M,3265
28085,2019,M,3133
28085,2025,F,3622
28085,2024,F,3516
28085,2023,F,3401
28085,2022,F,3271
28085,2021,F,3208
28085,2020,F,3097
28085,2019,F,2975
28086,2025,T,9999
28086,2024,T,10052
28086,2023,T,9759
28086,2022,T,9437
28086,2021,T,9291
28086,2020,T,9287
28086,2019,T,8938
28086,2025,M,5010
28086,2024,M,5076
28086,2023,M,4944
28086,2022,M,4774
28086,2021,M,4714
28086,2020,M,4718
28086,2019,M,4557
28086,2025,F,4989
28086,2024,F,4976
28086,2023,F,4815
28086,2022,F,4663
28086,2021,F,4577
28086,2020,F,4569
28086,2019,F,4381
28087,2025,T,4781
28087,2024,T,4731
28087,2023,T,4786
28087,2022,T,4699
28087,2021,T,4563
28087,2020,T,4433
28087,2019,T,4389
28087,2025,M,2309
28087,2024,M,2340
28087,2023,M,2383
28087,2022,M,2323
28087,2021,M,2239
28087,2020,M,2181
28087,2019,M,2160
28087,2025,F,2472
28087,2024,F,2391
28087,2023,F,2403
28087,2022,F,2376
28087,2021,F,2324
28087,2020,F,2252
28087,2019,F,2229
28088,2025,T,404
28088,2024,T,374
28088,2023,T,381
28088,2022,T,372
28088,2021,T,365
28088,2020,T,364
28088,2019,T,353
28088,2025,M,209
28088,2024,M,197
28088,2023,M,197
28088,2022,M,183
28088,2021,M,187
28088,2020,M,188
28088,2019,M,178
28088,2025,F,195
28088,2024,F,177
28088,2023,F,184
28088,2022,F,189
28088,2021,F,178
28088,2020,F,176
28088,2019,F,175
28089,2025,T,5580
28089,2024,T,5576
28089,2023,T,5453
28089,2022,T,5368
28089,2021,T,5294
28089,2020,T,5200
28089,2019,T,5136
28089,2025,M,2816
28089,2024,M,2813
28089,2023,M,2760
28089,2022,M,2701
28089,2021,M,2654
28089,2020,M,2591
28089,2019,M,2548
28089,2025,F,2764
28089,2024,F,2763
28089,2023,F,2693
28089,2022,F,2667
28089,2021,F,2640
28089,2020,F,2609
28089,2019,F,2588
28090,2025,T,14772
28090,2024,T,14586
28090,2023,T,14124
28090,2022,T,13905
28090,2021,T,13573
28090,2020,T,13334
28090,2019,T,13026
28090,2025,M,7337
28090,2024,M,7234
28090,2023,M,7032
28090,2022,M,6937
28090,2021,M,6775
28090,2020,M,6666
28090,2019,M,6527
28090,2025,F,7435
28090,2024,F,7352
28090,2023,F,7092
28090,2022,F,6968
28090,2021,F,6798
28090,2020,F,6668
28090,2019,F,6499
28091,2025,T,8397
28091,2024,T,8319
28091,2023,T,8115
28091,2022,T,7960
28091,2021,T,7924
28091,2020,T,7847
28091,2019,T,7683
28091,2025,M,4214
28091,2024,M,4184
28091,2023,M,4096
28091,2022,M,4009
28091,2021,M,4011
28091,2020,M,3933
28091,2019,M,3836
28091,2025,F,4183
28091,2024,F,4135
28091,2023,F,4019
28091,2022,F,3951
28091,2021,F,3913
28091,2020,F,3914
28091,2019,F,3847
28092,2025,T,214817
28092,2024,T,214006
28092,2023,T,211265
28092,2022,T,208761
28092,2021,T,209639
28092,2020,T,210309
28092,2019,T,209184
28092,2025,M,103879
28092,2024,M,103595
28092,2023,M,102147
28092,2022,M,101318
28092,2021,M,101892
28092,2020,M,102307
28092,2019,M,101905
28092,2025,F,110938
28092,2024,F,110411
28092,2023,F,109118
28092,2022,F,107443
28092,2021,F,107747
28092,2020,F,108002
28092,2019,F,107279
28093,2025,T,3311
28093,2024,T,3290
28093,2023,T,3282
28093,2022,T,3218
28093,2021,T,3220
28093,2020,T,3091
28093,2019,T,2972
28093,2025,M,1642
28093,2024,M,1618
28093,2023,M,1605
28093,2022,M,1594
28093,2021,M,1611
28093,2020,M,1552
28093,2019,M,1493
28093,2025,F,1669
28093,2024,F,1672
28093,2023,F,1677
28093,2022,F,1624
28093,2021,F,1609
28093,2020,F,1539
28093,2019,F,1479
28094,2025,T,1693
28094,2024,T,1672
28094,2023,T,1637
28094,2022,T,1574
28094,2021,T,1573
28094,2020,T,1511
28094,2019,T,1449
28094,2025,M,874
28094,2024,M,856
28094,2023,M,831
28094,2022,M,810
28094,2021,M,809
28094,2020,M,774
28094,2019,M,744
28094,2025,F,819
28094,2024,F,816
28094,2023,F,806
28094,2022,F,764
28094,2021,F,764
28094,2020,F,737
28094,2019,F,705
28095,2025,T,3169
28095,2024,T,3111
28095,2023,T,2982
28095,2022,T,2809
28095,2021,T,2720
28095,2020,T,2637
28095,2019,T,2610
28095,2025,M,1618
28095,2024,M,1590
28095,2023,M,1539
28095,2022,M,1442
28095,2021,M,1396
28095,2020,M,1362
28095,2019,M,1350
28095,2025,F,1551
28095,2024,F,1521
28095,2023,F,1443
28095,2022,F,1367
28095,2021,F,1324
28095,2020,F,1275
28095,2019,F,1260
28096,2025,T,33331
28096,2024,T,32683
28096,2023,T,31974
28096,2022,T,31379
28096,2021,T,30695
28096,2020,T,29985
28096,2019,T,29298
28096,2025,M,16550
28096,2024,M,16229
28096,2023,M,15867
28096,2022,M,15585
28096,2021,M,15285
28096,2020,M,14899
28096,2019,M,14585
28096,2025,F,16781
28096,2024,F,16454
28096,2023,F,16107
28096,2022,F,15794
28096,2021,F,15410
28096,2020,F,15086
28096,2019,F,14713
28097,2025,T,163
28097,2024,T,151
28097,2023,T,150
28097,2022,T,138
28097,2021,T,141
28097,2020,T,129
28097,2019,T,129
28097,2025,M,93
28097,2024,M,91
28097,2023,M,95
28097,2022,M,85
28097,2021,M,89
28097,2020,M,84
28097,2019,M,84
28097,2025,F,70
28097,2024,F,60
28097,2023,F,55
28097,2022,F,53
28097,2021,F,52
28097,2020,F,45
28097,2019,F,45
28099,2025,T,3420
28099,2024,T,3347
28099,2023,T,3244
28099,2022,T,3134
28099,2021,T,3062
28099,2020,T,2966
28099,2019,T,2918
28099,2025,M,1763
28099,2024,M,1729
28099,2023,M,1689
28099,2022,M,1625
28099,2021,M,1596
28099,2020,M,1551
28099,2019,M,1535
28099,2025,F,1657
28099,2024,F,1618
28099,2023,F,1555
28099,2022,F,1509
28099,2021,F,1466
28099,2020,F,1415
28099,2019,F,1383
28100,2025,T,7429
28100,2024,T,7339
28100,2023,T,7050
28100,2022,T,6760
28100,2021,T,6630
28100,2020,T,6454
28100,2019,T,6276
28100,2025,M,3739
28100,2024,M,3699
28100,2023,M,3576
28100,2022,M,3468
28100,2021,M,3403
28100,2020,M,3295
28100,2019,M,3191
28100,2025,F,3690
28100,2024,F,3640
28100,2023,F,3474
28100,2022,F,3292
28100,2021,F,3227
28100,2020,F,3159
28100,2019,F,3085
28101,2025,T,429
28101,2024,T,408
28101,2023,T,402
28101,2022,T,376
28101,2021,T,357
28101,2020,T,346
28101,2019,T,348
28101,2025,M,226
28101,2024,M,212
28101,2023,M,207
28101,2022,M,193
28101,2021,M,183
28101,2020,M,178
28101,2019,M,185
28101,2025,F,203
28101,2024,F,196
28101,2023,F,195
28101,2022,F,183
28101,2021,F,174
28101,2020,F,168
28101,2019,F,163
28102,2025,T,1531
28102,2024,T,1511
28102,2023,T,1415
28102,2022,T,1326
28102,2021,T,1291
28102,2020,T,1295
28102,2019,T,1244
28102,2025,M,768
28102,2024,M,780
28102,2023,M,737
28102,2022,M,695
28102,2021,M,661
28102,2020,M,654
28102,2019,M,637
28102,2025,F,763
28102,2024,F,731
28102,2023,F,678
28102,2022,F,631
28102,2021,F,630
28102,2020,F,641
28102,2019,F,607
28104,2025,T,27650
28104,2024,T,27238
28104,2023,T,27000
28104,2022,T,26450
28104,2021,T,26235
28104,2020,T,25917
28104,2019,T,25269
28104,2025,M,13766
28104,2024,M,13575
28104,2023,M,13486
28104,2022,M,13246
28104,2021,M,13164
28104,2020,M,13015
28104,2019,M,12703
28104,2025,F,13884
28104,2024,F,13663
28104,2023,F,13514
28104,2022,F,13204
28104,2021,F,13071
28104,2020,F,12902
28104,2019,F,12566
28106,2025,T,137471
28106,2024,T,134833
28106,2023,T,133004
28106,2022,T,130577
28106,2021,T,131689
28106,2020,T,133482
28106,2019,T,130124
28106,2025,M,67963
28106,2024,M,66806
28106,2023,M,65905
28106,2022,M,64847
28106,2021,M,65505
28106,2020,M,66524
28106,2019,M,64802
28106,2025,F,69508
28106,2024,F,68027
28106,2023,F,67099
28106,2022,F,65730
28106,2021,F,66184
28106,2020,F,66958
28106,2019,F,65322
28107,2025,T,617
28107,2024,T,602
28107,2023,T,566
28107,2022,T,536
28107,2021,T,524
28107,2020,T,539
28107,2019,T,541
28107,2025,M,279
28107,2024,M,270
28107,2023,M,263
28107,2022,M,257
28107,2021,M,254
28107,2020,M,251
28107,2019,M,254
28107,2025,F,338
28107,2024,F,332
28107,2023,F,303
28107,2022,F,279
28107,2021,F,270
28107,2020,F,288
28107,2019,F,287
28108,2025,T,6606
28108,2024,T,6467
28108,2023,T,6400
28108,2022,T,6307
28108,2021,T,6226
28108,2020,T,6150
28108,2019,T,5892
28108,2025,M,3342
28108,2024,M,3264
28108,2023,M,3233
28108,2022,M,3175
28108,2021,M,3113
28108,2020,M,3063
28108,2019,M,2936
28108,2025,F,3264
28108,2024,F,3203
28108,2023,F,3167
28108,2022,F,3132
28108,2021,F,3113
28108,2020,F,3087
28108,2019,F,2956
28109,2025,T,3195
28109,2024,T,3136
28109,2023,T,2982
28109,2022,T,2867
28109,2021,T,2827
28109,2020,T,2676
28109,2019,T,2596
28109,2025,M,1639
28109,2024,M,1591
28109,2023,M,1516
28109,2022,M,1454
28109,2021,M,1442
28109,2020,M,1366
28109,2019,M,1316
28109,2025,F,1556
28109,2024,F,1545
28109,2023,F,1466
28109,2022,F,1413
28109,2021,F,1385
28109,2020,F,1310
28109,2019,F,1280
28110,2025,T,3260
28110,2024,T,3207
28110,2023,T,3176
28110,2022,T,3117
28110,2021,T,3059
28110,2020,T,2990
28110,2019,T,2935
28110,2025,M,1602
28110,2024,M,1582
28110,2023,M,1589
28110,2022,M,1573
28110,2021,M,1545
28110,2020,M,1517
28110,2019,M,1480
28110,2025,F,1658
28110,2024,F,1625
28110,2023,F,1587
28110,2022,F,1544
28110,2021,F,1514
28110,2020,F,1473
28110,2019,F,1455
28111,2025,T,1008
28111,2024,T,989
28111,2023,T,977
28111,2022,T,931
28111,2021,T,927
28111,2020,T,867
28111,2019,T,842
28111,2025,M,537
28111,2024,M,524
28111,2023,M,509
28111,2022,M,492
28111,2021,M,495
28111,2020,M,460
28111,2019,M,449
28111,2025,F,471
28111,2024,F,465
28111,2023,F,468
28111,2022,F,439
28111,2021,F,432
28111,2020,F,407
28111,2019,F,393
28112,2025,T,200
28112,2024,T,200
28112,2023,T,204
28112,2022,T,198
28112,2021,T,196
28112,2020,T,190
28112,2019,T,191
28112,2025,M,105
28112,2024,M,107
28112,2023,M,108
28112,2022,M,106
28112,2021,M,106
28112,2020,M,106
28112,2019,M,109
28112,2025,F,95
28112,2024,F,93
28112,2023,F,96
28112,2022,F,92
28112,2021,F,90
28112,2020,F,84
28112,2019,F,82
28113,2025,T,56651
28113,2024,T,56003
28113,2023,T,55208
28113,2022,T,54088
28113,2021,T,53537
28113,2020,T,53325
28113,2019,T,52526
28113,2025,M,27858
28113,2024,M,27542
28113,2023,M,27202
28113,2022,M,26726
28113,2021,M,26464
28113,2020,M,26426
28113,2019,M,25964
28113,2025,F,28793
28113,2024,F,28461
28113,2023,F,28006
28113,2022,F,27362
28113,2021,F,27073
28113,2020,F,26899
28113,2019,F,26562
28114,2025,T,183
28114,2024,T,185
28114,2023,T,178
28114,2022,T,184
28114,2021,T,185
28114,2020,T,179
28114,2019,T,185
28114,2025,M,93
28114,2024,M,98
28114,2023,M,92
28114,2022,M,96
28114,2021,M,96
28114,2020,M,91
28114,2019,M,95
28114,2025,F,90
28114,2024,F,87
28114,2023,F,86
28114,2022,F,88
28114,2021,F,89
28114,2020,F,88
28114,2019,F,90
28115,2025,T,89770
28115,2024,T,89378
28115,2023,T,88784
28115,2022,T,87728
28115,2021,T,87134
28115,2020,T,87165
28115,2019,T,86422
28115,2025,M,42904
28115,2024,M,42719
28115,2023,M,42429
28115,2022,M,41989
28115,2021,M,41716
28115,2020,M,41766
28115,2019,M,41354
28115,2025,F,46866
28115,2024,F,46659
28115,2023,F,46355
28115,2022,F,45739
28115,2021,F,45418
28115,2020,F,45399
28115,2019,F,45068
28116,2025,T,1302
28116,2024,T,1292
28116,2023,T,1254
28116,2022,T,1178
28116,2021,T,1190
28116,2020,T,1172
28116,2019,T,1147
28116,2025,M,674
28116,2024,M,672
28116,2023,M,650
28116,2022,M,611
28116,2021,M,617
28116,2020,M,618
28116,2019,M,603
28116,2025,F,628
28116,2024,F,620
28116,2023,F,604
28116,2022,F,567
28116,2021,F,573
28116,2020,F,554
28116,2019,F,544
28117,2025,T,146
28117,2024,T,139
28117,2023,T,150
28117,2022,T,147
28117,2021,T,149
28117,2020,T,125
28117,2019,T,117
28117,2025,M,82
28117,2024,M,76
28117,2023,M,84
28117,2022,M,84
28117,2021,M,80
28117,2020,M,70
28117,2019,M,65
28117,2025,F,64
28117,2024,F,63
28117,2023,F,66
28117,2022,F,63
28117,2021,F,69
28117,2020,F,55
28117,2019,F,52
28118,2025,T,98
28118,2024,T,93
28118,2023,T,99
28118,2022,T,84
28118,2021,T,75
28118,2020,T,73
28118,2019,T,65
28118,2025,M,59
28118,2024,M,55
28118,2023,M,57
28118,2022,M,51
28118,2021,M,47
28118,2020,M,42
28118,2019,M,38
28118,2025,F,39
28118,2024,F,38
28118,2023,F,42
28118,2022,F,33
28118,2021,F,28
28118,2020,F,31
28118,2019,F,27
28902,2025,T,759
28902,2024,T,775
28902,2023,T,760
28902,2022,T,697
28902,2021,T,719
28902,2020,T,699
28902,2019,T,679
28902,2025,M,396
28902,2024,M,403
28902,2023,M,401
28902,2022,M,386
28902,2021,M,396
28902,2020,M,390
28902,2019,M,378
28902,2025,F,363
28902,2024,F,372
28902,2023,F,359
28902,2022,F,311
28902,2021,F,323
28902,2020,F,309
28902,2019,F,301
28119,2025,T,4044
28119,2024,T,4001
28119,2023,T,3863
28119,2022,T,3683
28119,2021,T,3593
28119,2020,T,3541
28119,2019,T,3439
28119,2025,M,1992
28119,2024,M,1974
28119,2023,M,1909
28119,2022,M,1852
28119,2021,M,1800
28119,2020,M,1771
28119,2019,M,1720
28119,2025,F,2052
28119,2024,F,2027
28119,2023,F,1954
28119,2022,F,1831
28119,2021,F,1793
28119,2020,F,1770
28119,2019,F,1719
28120,2025,T,1704
28120,2024,T,1707
28120,2023,T,1736
28120,2022,T,1736
28120,2021,T,1754
28120,2020,T,1725
28120,2019,T,1664
28120,2025,M,912
28120,2024,M,918
28120,2023,M,931
28120,2022,M,939
28120,2021,M,955
28120,2020,M,942
28120,2019,M,918
28120,2025,F,792
28120,2024,F,789
28120,2023,F,805
28120,2022,F,797
28120,2021,F,799
28120,2020,F,783
28120,2019,F,746
28121,2025,T,288
28121,2024,T,288
28121,2023,T,304
28121,2022,T,298
28121,2021,T,294
28121,2020,T,270
28121,2019,T,260
28121,2025,M,159
28121,2024,M,160
28121,2023,M,169
28121,2022,M,165
28121,2021,M,165
28121,2020,M,155
28121,2019,M,141
28121,2025,F,129
28121,2024,F,128
28121,2023,F,135
28121,2022,F,133
28121,2021,F,129
28121,2020,F,115
28121,2019,F,119
28122,2025,T,905
28122,2024,T,900
28122,2023,T,912
28122,2022,T,871
28122,2021,T,863
28122,2020,T,801
28122,2019,T,783
28122,2025,M,456
28122,2024,M,461
28122,2023,M,472
28122,2022,M,454
28122,2021,M,444
28122,2020,M,406
28122,2019,M,399
28122,2025,F,449
28122,2024,F,439
28122,2023,F,440
28122,2022,F,417
28122,2021,F,419
28122,2020,F,395
28122,2019,F,384
28123,2025,T,103148
28123,2024,T,101949
28123,2023,T,100275
28123,2022,T,96690
28123,2021,T,92925
28123,2020,T,90973
28123,2019,T,88150
28123,2025,M,50887
28123,2024,M,50329
28123,2023,M,49599
28123,2022,M,47889
28123,2021,M,46032
28123,2020,M,45073
28123,2019,M,43696
28123,2025,F,52261
28123,2024,F,51620
28123,2023,F,50676
28123,2022,F,48801
28123,2021,F,46893
28123,2020,F,45900
28123,2019,F,44454
28124,2025,T,118
28124,2024,T,131
28124,2023,T,135
28124,2022,T,114
28124,2021,T,97
28124,2020,T,95
28124,2019,T,80
28124,2025,M,59
28124,2024,M,68
28124,2023,M,70
28124,2022,M,59
28124,2021,M,50
28124,2020,M,48
28124,2019,M,44
28124,2025,F,59
28124,2024,F,63
28124,2023,F,65
28124,2022,F,55
28124,2021,F,47
28124,2020,F,47
28124,2019,F,36
28125,2025,T,4818
28125,2024,T,4725
28125,2023,T,4705
28125,2022,T,4587
28125,2021,T,4479
28125,2020,T,4364
28125,2019,T,4270
28125,2025,M,2473
28125,2024,M,2454
28125,2023,M,2450
28125,2022,M,2400
28125,2021,M,2352
28125,2020,M,2274
28125,2019,M,2213
28125,2025,F,2345
28125,2024,F,2271
28125,2023,F,2255
28125,2022,F,2187
28125,2021,F,2127
28125,2020,F,2090
28125,2019,F,2057
28126,2025,T,79
28126,2024,T,73
28126,2023,T,79
28126,2022,T,70
28126,2021,T,71
28126,2020,T,65
28126,2019,T,58
28126,2025,M,44
28126,2024,M,40
28126,2023,M,45
28126,2022,M,39
28126,2021,M,42
28126,2020,M,40
28126,2019,M,35
28126,2025,F,35
28126,2024,F,33
28126,2023,F,34
28126,2022,F,31
28126,2021,F,29
28126,2020,F,25
28126,2019,F,23
28127,2025,T,99037
28127,2024,T,98590
28127,2023,T,98086
28127,2022,T,95725
28127,2021,T,94862
28127,2020,T,96113
28127,2019,T,95814
28127,2025,M,47758
28127,2024,M,47568
28127,2023,M,47284
28127,2022,M,46232
28127,2021,M,45806
28127,2020,M,46420
28127,2019,M,46285
28127,2025,F,51279
28127,2024,F,51022
28127,2023,F,50802
28127,2022,F,49493
28127,2021,F,49056
28127,2020,F,49693
28127,2019,F,49529
28128,2025,T,579
28128,2024,T,580
28128,2023,T,578
28128,2022,T,577
28128,2021,T,590
28128,2020,T,555
28128,2019,T,530
28128,2025,M,331
28128,2024,M,337
28128,2023,M,338
28128,2022,M,336
28128,2021,M,341
28128,2020,M,320
28128,2019,M,306
28128,2025,F,248
28128,2024,F,243
28128,2023,F,240
28128,2022,F,241
28128,2021,F,249
28128,2020,F,235
28128,2019,F,224
28129,2025,T,13825
28129,2024,T,13762
28129,2023,T,13650
28129,2022,T,13608
28129,2021,T,13538
28129,2020,T,13466
28129,2019,T,13379
28129,2025,M,6716
28129,2024,M,6677
28129,2023,M,6631
28129,2022,M,6636
28129,2021,M,6640
28129,2020,M,6613
28129,2019,M,6565
28129,2025,F,7109
28129,2024,F,7085
28129,2023,F,7019
28129,2022,F,6972
28129,2021,F,6898
28129,2020,F,6853
28129,2019,F,6814
28130,2025,T,39059
28130,2024,T,38980
28130,2023,T,38974
28130,2022,T,38904
28130,2021,T,39313
28130,2020,T,39566
28130,2019,T,39432
28130,2025,M,18894
28130,2024,M,18900
28130,2023,M,18928
28130,2022,M,18960
28130,2021,M,19140
28130,2020,M,19244
28130,2019,M,19180
28130,2025,F,20165
28130,2024,F,20080
28130,2023,F,20046
28130,2022,F,19944
28130,2021,F,20173
28130,2020,F,20322
28130,2019,F,20252
28131,2025,T,18872
28131,2024,T,18735
28131,2023,T,18489
28131,2022,T,18423
28131,2021,T,18454
28131,2020,T,18532
28131,2019,T,18369
28131,2025,M,8970
28131,2024,M,8909
28131,2023,M,8826
28131,2022,M,8811
28131,2021,M,8835
28131,2020,M,8880
28131,2019,M,8803
28131,2025,F,9902
28131,2024,F,9826
28131,2023,F,9663
28131,2022,F,9612
28131,2021,F,9619
28131,2020,F,9652
28131,2019,F,9566
28132,2025,T,21010
28132,2024,T,20733
28132,2023,T,20304
28132,2022,T,19927
28132,2021,T,19853
28132,2020,T,19633
28132,2019,T,19170
28132,2025,M,10671
28132,2024,M,10625
28132,2023,M,10304
28132,2022,M,10128
28132,2021,M,10133
28132,2020,M,10051
28132,2019,M,9808
28132,2025,F,10339
28132,2024,F,10108
28132,2023,F,10000
28132,2022,F,9799
28132,2021,F,9720
28132,2020,F,9582
28132,2019,F,9362
28133,2025,T,9324
28133,2024,T,9159
28133,2023,T,9003
28133,2022,T,8812
28133,2021,T,8760
28133,2020,T,8679
28133,2019,T,8459
28133,2025,M,4638
28133,2024,M,4547
28133,2023,M,4474
28133,2022,M,4383
28133,2021,M,4356
28133,2020,M,4319
28133,2019,M,4204
28133,2025,F,4686
28133,2024,F,4612
28133,2023,F,4529
28133,2022,F,4429
28133,2021,F,4404
28133,2020,F,4360
28133,2019,F,4255
28134,2025,T,96992
28134,2024,T,94969
28134,2023,T,92734
28134,2022,T,91083
28134,2021,T,90962
28134,2020,T,91224
28134,2019,T,89276
28134,2025,M,46981
28134,2024,M,45936
28134,2023,M,44957
28134,2022,M,44203
28134,2021,M,44221
28134,2020,M,44477
28134,2019,M,43550
28134,2025,F,50011
28134,2024,F,49033
28134,2023,F,47777
28134,2022,F,46880
28134,2021,F,46741
28134,2020,F,46747
28134,2019,F,45726
28135,2025,T,1584
28135,2024,T,1517
28135,2023,T,1517
28135,2022,T,1499
28135,2021,T,1436
28135,2020,T,1321
28135,2019,T,1254
28135,2025,M,854
28135,2024,M,816
28135,2023,M,822
28135,2022,M,802
28135,2021,M,769
28135,2020,M,700
28135,2019,M,665
28135,2025,F,730
28135,2024,F,701
28135,2023,F,695
28135,2022,F,697
28135,2021,F,667
28135,2020,F,621
28135,2019,F,589
28136,2025,T,1011
28136,2024,T,999
28136,2023,T,942
28136,2022,T,941
28136,2021,T,925
28136,2020,T,899
28136,2019,T,886
28136,2025,M,511
28136,2024,M,498
28136,2023,M,474
28136,2022,M,473
28136,2021,M,467
28136,2020,M,463
28136,2019,M,467
28136,2025,F,500
28136,2024,F,501
28136,2023,F,468
28136,2022,F,468
28136,2021,F,458
28136,2020,F,436
28136,2019,F,419
28137,2025,T,2867
28137,2024,T,2785
28137,2023,T,2772
28137,2022,T,2751
28137,2021,T,2729
28137,2020,T,2694
28137,2019,T,2590
28137,2025,M,1486
28137,2024,M,1434
28137,2023,M,1416
28137,2022,M,1414
28137,2021,M,1395
28137,2020,M,1380
28137,2019,M,1320
28137,2025,F,1381
28137,2024,F,1351
28137,2023,F,1356
28137,2022,F,1337
28137,2021,F,1334
28137,2020,F,1314
28137,2019,F,1270
28138,2025,T,110
28138,2024,T,105
28138,2023,T,106
28138,2022,T,108
28138,2021,T,96
28138,2020,T,87
28138,2019,T,81
28138,2025,M,55
28138,2024,M,55
28138,2023,M,56
28138,2022,M,59
28138,2021,M,53
28138,2020,M,47
28138,2019,M,42
28138,2025,F,55
28138,2024,F,50
28138,2023,F,50
28138,2022,F,49
28138,2021,F,43
28138,2020,F,40
28138,2019,F,39
28140,2025,T,4670
28140,2024,T,4634
28140,2023,T,4625
28140,2022,T,4509
28140,2021,T,4429
28140,2020,T,4291
28140,2019,T,4165
28140,2025,M,2300
28140,2024,M,2274
28140,2023,M,2268
28140,2022,M,2218
28140,2021,M,2194
28140,2020,M,2111
28140,2019,M,2060
28140,2025,F,2370
28140,2024,F,2360
28140,2023,F,2357
28140,2022,F,2291
28140,2021,F,2235
28140,2020,F,2180
28140,2019,F,2105
28141,2025,T,9802
28141,2024,T,9657
28141,2023,T,9551
28141,2022,T,9361
28141,2021,T,9345
28141,2020,T,9393
28141,2019,T,9318
28141,2025,M,4770
28141,2024,M,4728
28141,2023,M,4668
28141,2022,M,4599
28141,2021,M,4598
28141,2020,M,4582
28141,2019,M,4546
28141,2025,F,5032
28141,2024,F,4929
28141,2023,F,4883
28141,2022,F,4762
28141,2021,F,4747
28141,2020,F,4811
28141,2019,F,4772
28143,2025,T,93
28143,2024,T,95
28143,2023,T,85
28143,2022,T,87
28143,2021,T,87
28143,2020,T,87
28143,2019,T,86
28143,2025,M,50
28143,2024,M,52
28143,2023,M,51
28143,2022,M,50
28143,2021,M,49
28143,2020,M,50
28143,2019,M,50
28143,2025,F,43
28143,2024,F,43
28143,2023,F,34
28143,2022,F,37
28143,2021,F,38
28143,2020,F,37
28143,2019,F,36
28144,2025,T,9400
28144,2024,T,9441
28144,2023,T,9399
28144,2022,T,9188
28144,2021,T,9091
28144,2020,T,8981
28144,2019,T,8799
28144,2025,M,4631
28144,2024,M,4671
28144,2023,M,4636
28144,2022,M,4522
28144,2021,M,4458
28144,2020,M,4399
28144,2019,M,4302
28144,2025,F,4769
28144,2024,F,4770
28144,2023,F,4763
28144,2022,F,4666
28144,2021,F,4633
28144,2020,F,4582
28144,2019,F,4497
28145,2025,T,4607
28145,2024,T,4533
28145,2023,T,4355
28145,2022,T,4210
28145,2021,T,4123
28145,2020,T,4012
28145,2019,T,3857
28145,2025,M,2229
28145,2024,M,2193
28145,2023,M,2110
28145,2022,M,2053
28145,2021,M,2032
28145,2020,M,1992
28145,2019,M,1906
28145,2025,F,2378
28145,2024,F,2340
28145,2023,F,2245
28145,2022,F,2157
28145,2021,F,2091
28145,2020,F,2020
28145,2019,F,1951
28146,2025,T,2964
28146,2024,T,2810
28146,2023,T,2742
28146,2022,T,2783
28146,2021,T,2781
28146,2020,T,2736
28146,2019,T,2650
28146,2025,M,1492
28146,2024,M,1411
28146,2023,M,1379
28146,2022,M,1410
28146,2021,M,1418
28146,2020,M,1389
28146,2019,M,1353
28146,2025,F,1472
28146,2024,F,1399
28146,2023,F,1363
28146,2022,F,1373
28146,2021,F,1363
28146,2020,F,1347
28146,2019,F,1297
28147,2025,T,1389
28147,2024,T,1387
28147,2023,T,1362
28147,2022,T,1336
28147,2021,T,1360
28147,2020,T,1341
28147,2019,T,1313
28147,2025,M,728
28147,2024,M,720
28147,2023,M,709
28147,2022,M,702
28147,2021,M,697
28147,2020,M,695
28147,2019,M,686
28147,2025,F,661
28147,2024,F,667
28147,2023,F,653
28147,2022,F,634
28147,2021,F,663
28147,2020,F,646
28147,2019,F,627
28148,2025,T,143526
28148,2024,T,140626
28148,2023,T,137711
28148,2022,T,134733
28148,2021,T,132771
28148,2020,T,132853
28148,2019,T,131376
28148,2025,M,70176
28148,2024,M,68848
28148,2023,M,67409
28148,2022,M,66136
28148,2021,M,65240
28148,2020,M,65343
28148,2019,M,64749
28148,2025,F,73350
28148,2024,F,71778
28148,2023,F,70302
28148,2022,F,68597
28148,2021,F,67531
28148,2020,F,67510
28148,2019,F,66627
28149,2025,T,10653
28149,2024,T,10378
28149,2023,T,10222
28149,2022,T,9947
28149,2021,T,9549
28149,2020,T,9194
28149,2019,T,8872
28149,2025,M,5304
28149,2024,M,5163
28149,2023,M,5063
28149,2022,M,4936
28149,2021,M,4737
28149,2020,M,4559
28149,2019,M,4385
28149,2025,F,5349
28149,2024,F,5215
28149,2023,F,5159
28149,2022,F,5011
28149,2021,F,4812
28149,2020,F,4635
28149,2019,F,4487
28150,2025,T,4900
28150,2024,T,4893
28150,2023,T,4756
28150,2022,T,4685
28150,2021,T,4594
28150,2020,T,4386
28150,2019,T,4382
28150,2025,M,2419
28150,2024,M,2431
28150,2023,M,2352
28150,2022,M,2321
28150,2021,M,2273
28150,2020,M,2193
28150,2019,M,2181
28150,2025,F,2481
28150,2024,F,2462
28150,2023,F,2404
28150,2022,F,2364
28150,2021,F,2321
28150,2020,F,2193
28150,2019,F,2201
28151,2025,T,5081
28151,2024,T,4991
28151,2023,T,4949
28151,2022,T,4940
28151,2021,T,4897
28151,2020,T,4854
28151,2019,T,4760
28151,2025,M,2508
28151,2024,M,2473
28151,2023,M,2468
