ine_code,year,sex,population
28151,2022,M,2459
28151,2021,M,2448
28151,2020,M,2435
28151,2019,M,2388
28151,2025,F,2573
28151,2024,F,2518
28151,2023,F,2481
28151,2022,F,2481
28151,2021,F,2449
28151,2020,F,2419
28151,2019,F,2372
28152,2025,T,25433
28152,2024,T,25316
28152,2023,T,25115
28152,2022,T,24775
28152,2021,T,24122
28152,2020,T,23902
28152,2019,T,23717
28152,2025,M,12316
28152,2024,M,12247
28152,2023,M,12130
28152,2022,M,11945
28152,2021,M,11634
28152,2020,M,11548
28152,2019,M,11465
28152,2025,F,13117
28152,2024,F,13069
28152,2023,F,12985
28152,2022,F,12830
28152,2021,F,12488
28152,2020,F,12354
28152,2019,F,12252
28153,2025,T,1157
28153,2024,T,1132
28153,2023,T,1144
28153,2022,T,1097
28153,2021,T,1079
28153,2020,T,1075
28153,2019,T,1019
28153,2025,M,571
28153,2024,M,569
28153,2023,M,584
28153,2022,M,565
28153,2021,M,552
28153,2020,M,542
28153,2019,M,514
28153,2025,F,586
28153,2024,F,563
28153,2023,F,560
28153,2022,F,532
28153,2021,F,527
28153,2020,F,533
28153,2019,F,505
28154,2025,T,7824
28154,2024,T,7758
28154,2023,T,7737
28154,2022,T,7714
28154,2021,T,7729
28154,2020,T,7833
28154,2019,T,7779
28154,2025,M,3991
28154,2024,M,3981
28154,2023,M,3977
28154,2022,M,3951
28154,2021,M,3946
28154,2020,M,4002
28154,2019,M,3973
28154,2025,F,3833
28154,2024,F,3777
28154,2023,F,3760
28154,2022,F,3763
28154,2021,F,3783
28154,2020,F,3831
28154,2019,F,3806
28903,2025,T,54592
28903,2024,T,52932
28903,2023,T,51453
28903,2022,T,50187
28903,2021,T,48751
28903,2020,T,48326
28903,2019,T,47722
28903,2025,M,26488
28903,2024,M,25694
28903,2023,M,24924
28903,2022,M,24325
28903,2021,M,23678
28903,2020,M,23439
28903,2019,M,23141
28903,2025,F,28104
28903,2024,F,27238
28903,2023,F,26529
28903,2022,F,25862
28903,2021,F,25073
28903,2020,F,24887
28903,2019,F,24581
28155,2025,T,658
28155,2024,T,645
28155,2023,T,633
28155,2022,T,627
28155,2021,T,612
28155,2020,T,605
28155,2019,T,609
28155,2025,M,337
28155,2024,M,326
28155,2023,M,328
28155,2022,M,322
28155,2021,M,314
28155,2020,M,311
28155,2019,M,313
28155,2025,F,321
28155,2024,F,319
28155,2023,F,305
28155,2022,F,305
28155,2021,F,298
28155,2020,F,294
28155,2019,F,296
28156,2025,T,1896
28156,2024,T,1823
28156,2023,T,1782
28156,2022,T,1701
28156,2021,T,1670
28156,2020,T,1591
28156,2019,T,1554
28156,2025,M,963
28156,2024,M,920
28156,2023,M,912
28156,2022,M,877
28156,2021,M,861
28156,2020,M,828
28156,2019,M,806
28156,2025,F,933
28156,2024,F,903
28156,2023,F,870
28156,2022,F,824
28156,2021,F,809
28156,2020,F,763
28156,2019,F,748
28157,2025,T,1122
28157,2024,T,1094
28157,2023,T,1045
28157,2022,T,1016
28157,2021,T,1026
28157,2020,T,979
28157,2019,T,937
28157,2025,M,579
28157,2024,M,565
28157,2023,M,529
28157,2022,M,509
28157,2021,M,517
28157,2020,M,491
28157,2019,M,469
28157,2025,F,543
28157,2024,F,529
28157,2023,F,516
28157,2022,F,507
28157,2021,F,509
28157,2020,F,488
28157,2019,F,468
28158,2025,T,1097
28158,2024,T,1052
28158,2023,T,1066
28158,2022,T,1033
28158,2021,T,1012
28158,2020,T,963
28158,2019,T,914
28158,2025,M,563
28158,2024,M,547
28158,2023,M,550
28158,2022,M,534
28158,2021,M,523
28158,2020,M,498
28158,2019,M,480
28158,2025,F,534
28158,2024,F,505
28158,2023,F,516
28158,2022,F,499
28158,2021,F,489
28158,2020,F,465
28158,2019,F,434
28159,2025,T,870
28159,2024,T,833
28159,2023,T,820
28159,2022,T,798
28159,2021,T,789
28159,2020,T,775
28159,2019,T,781
28159,2025,M,447
28159,2024,M,434
28159,2023,M,419
28159,2022,M,401
28159,2021,M,405
28159,2020,M,397
28159,2019,M,405
28159,2025,F,423
28159,2024,F,399
28159,2023,F,401
28159,2022,F,397
28159,2021,F,384
28159,2020,F,378
28159,2019,F,376
28160,2025,T,14420
28160,2024,T,14164
28160,2023,T,13651
28160,2022,T,13453
28160,2021,T,13245
28160,2020,T,12772
28160,2019,T,12518
28160,2025,M,7198
28160,2024,M,7087
28160,2023,M,6845
28160,2022,M,6773
28160,2021,M,6691
28160,2020,M,6429
28160,2019,M,6306
28160,2025,F,7222
28160,2024,F,7077
28160,2023,F,6806
28160,2022,F,6680
28160,2021,F,6554
28160,2020,F,6343
28160,2019,F,6212
28161,2025,T,85972
28161,2024,T,83507
28161,2023,T,81394
28161,2022,T,79100
28161,2021,T,77587
28161,2020,T,77270
28161,2019,T,75983
28161,2025,M,42236
28161,2024,M,41033
28161,2023,M,40018
28161,2022,M,38886
28161,2021,M,38185
28161,2020,M,38142
28161,2019,M,37493
28161,2025,F,43736
28161,2024,F,42474
28161,2023,F,41376
28161,2022,F,40214
28161,2021,F,39402
28161,2020,F,39128
28161,2019,F,38490
28162,2025,T,4626
28162,2024,T,4568
28162,2023,T,4523
28162,2022,T,4396
28162,2021,T,4309
28162,2020,T,4232
28162,2019,T,4136
28162,2025,M,2345
28162,2024,M,2329
28162,2023,M,2313
28162,2022,M,2245
28162,2021,M,2215
28162,2020,M,2170
28162,2019,M,2130
28162,2025,F,2281
28162,2024,F,2239
28162,2023,F,2210
28162,2022,F,2151
28162,2021,F,2094
28162,2020,F,2062
28162,2019,F,2006
28163,2025,T,612
28163,2024,T,619
28163,2023,T,623
28163,2022,T,621
28163,2021,T,612
28163,2020,T,614
28163,2019,T,584
28163,2025,M,322
28163,2024,M,323
28163,2023,M,325
28163,2022,M,319
28163,2021,M,316
28163,2020,M,325
28163,2019,M,315
28163,2025,F,290
28163,2024,F,296
28163,2023,F,298
28163,2022,F,302
28163,2021,F,296
28163,2020,F,289
28163,2019,F,269
28164,2025,T,5175
28164,2024,T,5026
28164,2023,T,4990
28164,2022,T,4830
28164,2021,T,4696
28164,2020,T,4581
28164,2019,T,4497
28164,2025,M,2591
28164,2024,M,2508
28164,2023,M,2482
28164,2022,M,2418
28164,2021,M,2353
28164,2020,M,2310
28164,2019,M,2277
28164,2025,F,2584
28164,2024,F,2518
28164,2023,F,2508
28164,2022,F,2412
28164,2021,F,2343
28164,2020,F,2271
28164,2019,F,2220
28165,2025,T,3289
28165,2024,T,3213
28165,2023,T,3191
28165,2022,T,3104
28165,2021,T,3079
28165,2020,T,2982
28165,2019,T,2933
28165,2025,M,1677
28165,2024,M,1651
28165,2023,M,1642
28165,2022,M,1604
28165,2021,M,1581
28165,2020,M,1533
28165,2019,M,1517
28165,2025,F,1612
28165,2024,F,1562
28165,2023,F,1549
28165,2022,F,1500
28165,2021,F,1498
28165,2020,F,1449
28165,2019,F,1416
28166,2025,T,565
28166,2024,T,553
28166,2023,T,535
28166,2022,T,532
28166,2021,T,518
28166,2020,T,498
28166,2019,T,465
28166,2025,M,293
28166,2024,M,287
28166,2023,M,283
28166,2022,M,282
28166,2021,M,275
28166,2020,M,262
28166,2019,M,239
28166,2025,F,272
28166,2024,F,266
28166,2023,F,252
28166,2022,F,250
28166,2021,F,243
28166,2020,F,236
28166,2019,F,226
28167,2025,T,14468
28167,2024,T,14003
28167,2023,T,13376
28167,2022,T,12770
28167,2021,T,12543
28167,2020,T,12380
28167,2019,T,12236
28167,2025,M,7222
28167,2024,M,6953
28167,2023,M,6686
28167,2022,M,6409
28167,2021,M,6311
28167,2020,M,6237
28167,2019,M,6178
28167,2025,F,7246
28167,2024,F,7050
28167,2023,F,6690
28167,2022,F,6361
28167,2021,F,6232
28167,2020,F,6143
28167,2019,F,6058
28168,2025,T,2281
28168,2024,T,2166
28168,2023,T,2200
28168,2022,T,2124
28168,2021,T,2083
28168,2020,T,2004
28168,2019,T,1958
28168,2025,M,1199
28168,2024,M,1144
28168,2023,M,1140
28168,2022,M,1106
28168,2021,M,1088
28168,2020,M,1055
28168,2019,M,1022
28168,2025,F,1082
28168,2024,F,1022
28168,2023,F,1060
28168,2022,F,1018
28168,2021,F,995
28168,2020,F,949
28168,2019,F,936
28169,2025,T,2622
28169,2024,T,2559
28169,2023,T,2554
28169,2022,T,2445
28169,2021,T,2387
28169,2020,T,2241
28169,2019,T,2163
28169,2025,M,1337
28169,2024,M,1305
28169,2023,M,1327
28169,2022,M,1271
28169,2021,M,1240
28169,2020,M,1179
28169,2019,M,1135
28169,2025,F,1285
28169,2024,F,1254
28169,2023,F,1227
28169,2022,F,1174
28169,2021,F,1147
28169,2020,F,1062
28169,2019,F,1028
28171,2025,T,7743
28171,2024,T,7437
28171,2023,T,7273
28171,2022,T,7092
28171,2021,T,6837
28171,2020,T,6661
28171,2019,T,6520
28171,2025,M,3968
28171,2024,M,3805
28171,2023,M,3697
28171,2022,M,3607
28171,2021,M,3484
28171,2020,M,3393
28171,2019,M,3309
28171,2025,F,3775
28171,2024,F,3632
28171,2023,F,3576
28171,2022,F,3485
28171,2021,F,3353
28171,2020,F,3268
28171,2019,F,3211
28170,2025,T,3569
28170,2024,T,3508
28170,2023,T,3499
28170,2022,T,3456
28170,2021,T,3464
28170,2020,T,3422
28170,2019,T,3388
28170,2025,M,1804
28170,2024,M,1763
28170,2023,M,1794
28170,2022,M,1774
28170,2021,M,1771
28170,2020,M,1758
28170,2019,M,1745
28170,2025,F,1765
28170,2024,F,1745
28170,2023,F,1705
28170,2022,F,1682
28170,2021,F,1693
28170,2020,F,1664
28170,2019,F,1643
28172,2025,T,18687
28172,2024,T,18000
28172,2023,T,16823
28172,2022,T,15866
28172,2021,T,15049
28172,2020,T,14392
28172,2019,T,13878
28172,2025,M,9409
28172,2024,M,9068
28172,2023,M,8495
28172,2022,M,7986
28172,2021,M,7601
28172,2020,M,7256
28172,2019,M,7002
28172,2025,F,9278
28172,2024,F,8932
28172,2023,F,8328
28172,2022,F,7880
28172,2021,F,7448
28172,2020,F,7136
28172,2019,F,6876
28173,2025,T,859
28173,2024,T,825
28173,2023,T,800
28173,2022,T,757
28173,2021,T,762
28173,2020,T,707
28173,2019,T,703
28173,2025,M,436
28173,2024,M,421
28173,2023,M,418
28173,2022,M,394
28173,2021,M,393
28173,2020,M,354
28173,2019,M,352
28173,2025,F,423
28173,2024,F,404
28173,2023,F,382
28173,2022,F,363
28173,2021,F,369
28173,2020,F,353
28173,2019,F,351
28174,2025,T,2899
28174,2024,T,2823
28174,2023,T,2774
28174,2022,T,2714
28174,2021,T,2643
28174,2020,T,2605
28174,2019,T,2555
28174,2025,M,1469
28174,2024,M,1438
28174,2023,M,1410
28174,2022,M,1380
28174,2021,M,1336
28174,2020,M,1315
28174,2019,M,1299
28174,2025,F,1430
28174,2024,F,1385
28174,2023,F,1364
28174,2022,F,1334
28174,2021,F,1307
28174,2020,F,1290
28174,2019,F,1256
28175,2025,T,1660
28175,2024,T,1624
28175,2023,T,1576
28175,2022,T,1567
28175,2021,T,1514
28175,2020,T,1482
28175,2019,T,1441
28175,2025,M,836
28175,2024,M,808
28175,2023,M,783
28175,2022,M,768
28175,2021,M,744
28175,2020,M,726
28175,2019,M,709
28175,2025,F,824
28175,2024,F,816
28175,2023,F,793
28175,2022,F,799
28175,2021,F,770
28175,2020,F,756
28175,2019,F,732
28176,2025,T,24028
28176,2024,T,23799
28176,2023,T,23593
28176,2022,T,22845
28176,2021,T,22580
28176,2020,T,22115
28176,2019,T,21445
28176,2025,M,11607
28176,2024,M,11534
28176,2023,M,11458
28176,2022,M,11120
28176,2021,M,11005
28176,2020,M,10756
28176,2019,M,10430
28176,2025,F,12421
28176,2024,F,12265
28176,2023,F,12135
28176,2022,F,11725
28176,2021,F,11575
28176,2020,F,11359
28176,2019,F,11015
28178,2025,T,1715
28178,2024,T,1674
28178,2023,T,1671
28178,2022,T,1623
28178,2021,T,1599
28178,2020,T,1592
28178,2019,T,1563
28178,2025,M,871
28178,2024,M,851
28178,2023,M,861
28178,2022,M,832
28178,2021,M,825
28178,2020,M,813
28178,2019,M,801
28178,2025,F,844
28178,2024,F,823
28178,2023,F,810
28178,2022,F,791
28178,2021,F,774
28178,2020,F,779
28178,2019,F,762
28177,2025,T,18466
28177,2024,T,18086
28177,2023,T,17731
28177,2022,T,17382
28177,2021,T,17310
28177,2020,T,17396
28177,2019,T,17180
28177,2025,M,8926
28177,2024,M,8722
28177,2023,M,8580
28177,2022,M,8416
28177,2021,M,8407
28177,2020,M,8462
28177,2019,M,8389
28177,2025,F,9540
28177,2024,F,9364
28177,2023,F,9151
28177,2022,F,8966
28177,2021,F,8903
28177,2020,F,8934
28177,2019,F,8791
28179,2025,T,2341
28179,2024,T,2277
28179,2023,T,2258
28179,2022,T,2219
28179,2021,T,2211
28179,2020,T,2079
28179,2019,T,2011
28179,2025,M,1190
28179,2024,M,1146
28179,2023,M,1132
28179,2022,M,1102
28179,2021,M,1100
28179,2020,M,1024
28179,2019,M,1003
28179,2025,F,1151
28179,2024,F,1131
28179,2023,F,1126
28179,2022,F,1117
28179,2021,F,1111
28179,2020,F,1055
28179,2019,F,1008
28180,2025,T,8042
28180,2024,T,7900
28180,2023,T,7746
28180,2022,T,7629
28180,2021,T,7552
28180,2020,T,7433
28180,2019,T,7335
28180,2025,M,3950
28180,2024,M,3897
28180,2023,M,3834
28180,2022,M,3790
28180,2021,M,3764
28180,2020,M,3716
28180,2019,M,3692
28180,2025,F,4092
28180,2024,F,4003
28180,2023,F,3912
28180,2022,F,3839
28180,2021,F,3788
28180,2020,F,3717
28180,2019,F,3643
28181,2025,T,30127
28181,2024,T,29273
28181,2023,T,28750
28181,2022,T,28152
28181,2021,T,28030
28181,2020,T,28148
28181,2019,T,27835
28181,2025,M,14542
28181,2024,M,14087
28181,2023,M,13889
28181,2022,M,13619
28181,2021,M,13559
28181,2020,M,13604
28181,2019,M,13493
28181,2025,F,15585
28181,2024,F,15186
28181,2023,F,14861
28181,2022,F,14533
28181,2021,F,14471
28181,2020,F,14544
28181,2019,F,14342
28182,2025,T,332
28182,2024,T,324
28182,2023,T,314
28182,2022,T,284
28182,2021,T,276
28182,2020,T,262
28182,2019,T,253
28182,2025,M,177
28182,2024,M,171
28182,2023,M,166
28182,2022,M,150
28182,2021,M,150
28182,2020,M,140
28182,2019,M,136
28182,2025,F,155
28182,2024,F,153
28182,2023,F,148
28182,2022,F,134
28182,2021,F,126
28182,2020,F,122
28182,2019,F,117
28183,2025,T,1946
28183,2024,T,1874
28183,2023,T,1810
28183,2022,T,1773
28183,2021,T,1786
28183,2020,T,1734
28183,2019,T,1658
28183,2025,M,1008
28183,2024,M,971
28183,2023,M,931
28183,2022,M,903
28183,2021,M,908
28183,2020,M,891
28183,2019,M,853
28183,2025,F,938
28183,2024,F,903
28183,2023,F,879
28183,2022,F,870
28183,2021,F,878
28183,2020,F,843
28183,2019,F,805
