year,crime_code,age,sex,count
2021,2,31-40,M,1140
2021,2,31-40,F,208
2021,2,41-64,M,1648
2021,2,41-64,F,365
2021,2,65+,M,119
2021,2,65+,F,16
2021,2.1,14-17,M,25
2021,2.1,14-17,F,8
2021,2.1,18-30,M,172
2021,2.1,18-30,F,30
2021,2.1,31-40,M,234
2021,2.1,31-40,F,26
2021,2.1,41-64,M,356
2021,2.1,41-64,F,39
2021,2.1,65+,M,27
2021,2.1,65+,F,1
2021,2.2,14-17,M,270
2021,2.2,14-17,F,47
2021,2.2,18-30,M,1090
2021,2.2,18-30,F,183
2021,2.2,31-40,M,906
2021,2.2,31-40,F,182
2021,2.2,41-64,M,1292
2021,2.2,41-64,F,326
2021,2.2,65+,M,92
2021,2.2,65+,F,15
2021,3,14-17,M,102
2021,3,14-17,F,0
2021,3,18-30,M,504
2021,3,18-30,F,13
2021,3,31-40,M,317
2021,3,31-40,F,7
2021,3,41-64,M,472
2021,3,41-64,F,12
2021,3,65+,M,56
2021,3,65+,F,2
2021,3.1,14-17,M,71
2021,3.1,14-17,F,0
2021,3.1,18-30,M,257
2021,3.1,18-30,F,4
2021,3.1,31-40,M,173
2021,3.1,31-40,F,5
2021,3.1,41-64,M,282
2021,3.1,41-64,F,2
2021,3.1,65+,M,39
2021,3.1,65+,F,1
2021,3.2,14-17,M,27
2021,3.2,14-17,F,0
2021,3.2,18-30,M,185
2021,3.2,18-30,F,2
2021,3.2,31-40,M,89
2021,3.2,31-40,F,0
2021,3.2,41-64,M,98
2021,3.2,41-64,F,1
2021,3.2,65+,M,8
2021,3.2,65+,F,0
2021,3.3,14-17,M,1
2021,3.3,14-17,F,0
2021,3.3,18-30,M,11
2021,3.3,18-30,F,1
2021,3.3,31-40,M,5
2021,3.3,31-40,F,0
2021,3.3,41-64,M,6
2021,3.3,41-64,F,1
2021,3.3,65+,M,0
2021,3.3,65+,F,0
2021,3.4,14-17,M,0
2021,3.4,14-17,F,0
2021,3.4,18-30,M,19
2021,3.4,18-30,F,0
2021,3.4,31-40,M,16
2021,3.4,31-40,F,0
2021,3.4,41-64,M,30
2021,3.4,41-64,F,2
2021,3.4,65+,M,3
2021,3.4,65+,F,0
2021,3.5,14-17,M,3
2021,3.5,14-17,F,0
2021,3.5,18-30,M,32
2021,3.5,18-30,F,6
2021,3.5,31-40,M,34
2021,3.5,31-40,F,2
2021,3.5,41-64,M,56
2021,3.5,41-64,F,6
2021,3.5,65+,M,6
2021,3.5,65+,F,1
2021,4,14-17,M,1
2021,4,14-17,F,0
2021,4,18-30,M,25
2021,4,18-30,F,24
2021,4,31-40,M,40
2021,4,31-40,F,35
2021,4,41-64,M,39
2021,4,41-64,F,19
2021,4,65+,M,13
2021,4,65+,F,0
2021,5,14-17,M,2104
2021,5,14-17,F,505
2021,5,18-30,M,8802
2021,5,18-30,F,3072
2021,5,31-40,M,5123
2021,5,31-40,F,1930
2021,5,41-64,M,4806
2021,5,41-64,F,2154
2021,5,65+,M,411
2021,5,65+,F,252
2021,5.1,14-17,M,500
2021,5.1,14-17,F,359
2021,5.1,18-30,M,3655
2021,5.1,18-30,F,2206
2021,5.1,31-40,M,2637
2021,5.1,31-40,F,1421
2021,5.1,41-64,M,2701
2021,5.1,41-64,F,1678
2021,5.1,65+,M,304
2021,5.1,65+,F,223
2021,5.2,14-17,M,349
2021,5.2,14-17,F,13
2021,5.2,18-30,M,1482
2021,5.2,18-30,F,110
2021,5.2,31-40,M,822
2021,5.2,31-40,F,90
2021,5.2,41-64,M,581
2021,5.2,41-64,F,54
2021,5.2,65+,M,10
2021,5.2,65+,F,0
2021,5.2.1,14-17,M,90
2021,5.2.1,14-17,F,2
2021,5.2.1,18-30,M,381
2021,5.2.1,18-30,F,16
2021,5.2.1,31-40,M,189
2021,5.2.1,31-40,F,25
2021,5.2.1,41-64,M,178
2021,5.2.1,41-64,F,10
2021,5.2.1,65+,M,4
2021,5.2.1,65+,F,0
2021,5.2.2,14-17,M,77
2021,5.2.2,14-17,F,5
2021,5.2.2,18-30,M,368
2021,5.2.2,18-30,F,62
2021,5.2.2,31-40,M,184
2021,5.2.2,31-40,F,31
2021,5.2.2,41-64,M,123
2021,5.2.2,41-64,F,26
2021,5.2.2,65+,M,3
2021,5.2.2,65+,F,0
2021,5.2.3,14-17,M,100
2021,5.2.3,14-17,F,4
2021,5.2.3,18-30,M,385
2021,5.2.3,18-30,F,18
2021,5.2.3,31-40,M,195
2021,5.2.3,31-40,F,22
2021,5.2.3,41-64,M,130
2021,5.2.3,41-64,F,8
2021,5.2.3,65+,M,2
2021,5.2.3,65+,F,0
2021,5.3,14-17,M,950
2021,5.3,14-17,F,94
2021,5.3,18-30,M,1659
2021,5.3,18-30,F,184
2021,5.3,31-40,M,510
2021,5.3,31-40,F,97
2021,5.3,41-64,M,424
2021,5.3,41-64,F,90
2021,5.3,65+,M,9
2021,5.3,65+,F,1
2021,5.3.1,14-17,M,697
2021,5.3.1,14-17,F,60
2021,5.3.1,18-30,M,1142
2021,5.3.1,18-30,F,105
2021,5.3.1,31-40,M,296
2021,5.3.1,31-40,F,40
2021,5.3.1,41-64,M,183
2021,5.3.1,41-64,F,24
2021,5.3.1,65+,M,0
2021,5.3.1,65+,F,1
2021,5.3.2,14-17,M,20
2021,5.3.2,14-17,F,2
2021,5.3.2,18-30,M,71
2021,5.3.2,18-30,F,8
2021,5.3.2,31-40,M,32
2021,5.3.2,31-40,F,10
2021,5.3.2,41-64,M,30
2021,5.3.2,41-64,F,7
2021,5.3.2,65+,M,1
2021,5.3.2,65+,F,0
2021,5.3.3,14-17,M,62
2021,5.3.3,14-17,F,7
2021,5.3.3,18-30,M,229
2021,5.3.3,18-30,F,54
2021,5.3.3,31-40,M,143
2021,5.3.3,31-40,F,39
2021,5.3.3,41-64,M,170
2021,5.3.3,41-64,F,55
2021,5.3.3,65+,M,6
2021,5.3.3,65+,F,0
2021,5.4,14-17,M,52
2021,5.4,14-17,F,5
2021,5.4,18-30,M,161
2021,5.4,18-30,F,8
2021,5.4,31-40,M,139
2021,5.4,31-40,F,11
2021,5.4,41-64,M,138
2021,5.4,41-64,F,15
2021,5.4,65+,M,5
2021,5.4,65+,F,1
2021,5.5,14-17,M,36
2021,5.5,14-17,F,8
2021,5.5,18-30,M,738
2021,5.5,18-30,F,259
2021,5.5,31-40,M,463
2021,5.5,31-40,F,159
2021,5.5,41-64,M,444
2021,5.5,41-64,F,171
2021,5.5,65+,M,45
2021,5.5,65+,F,14
2021,5.5.1,14-17,M,11
2021,5.5.1,14-17,F,3
2021,5.5.1,18-30,M,428
2021,5.5.1,18-30,F,157
2021,5.5.1,31-40,M,199
2021,5.5.1,31-40,F,69
2021,5.5.1,41-64,M,160
2021,5.5.1,41-64,F,57
2021,5.5.1,65+,M,21
2021,5.5.1,65+,F,8
2021,5.6,14-17,M,140
2021,5.6,14-17,F,13
2021,5.6,18-30,M,436
2021,5.6,18-30,F,48
2021,5.6,31-40,M,182
2021,5.6,31-40,F,27
2021,5.6,41-64,M,186
2021,5.6,41-64,F,34
2021,5.6,65+,M,19
2021,5.6,65+,F,4
2021,5.7,14-17,M,0
2021,5.7,14-17,F,0
2021,5.7,18-30,M,11
2021,5.7,18-30,F,2
2021,5.7,31-40,M,25
2021,5.7,31-40,F,4
2021,5.7,41-64,M,28
2021,5.7,41-64,F,3
2021,5.7,65+,M,0
2021,5.7,65+,F,1
2021,5.8,14-17,M,0
2021,5.8,14-17,F,0
2021,5.8,18-30,M,11
2021,5.8,18-30,F,3
2021,5.8,31-40,M,24
2021,5.8,31-40,F,10
2021,5.8,41-64,M,26
2021,5.8,41-64,F,6
2021,5.8,65+,M,1
2021,5.8,65+,F,0
2021,5.9,14-17,M,77
2021,5.9,14-17,F,13
2021,5.9,18-30,M,649
2021,5.9,18-30,F,252
2021,5.9,31-40,M,321
2021,5.9,31-40,F,111
2021,5.9,41-64,M,278
2021,5.9,41-64,F,103
2021,5.9,65+,M,18
2021,5.9,65+,F,8
2021,6,14-17,M,147
2021,6,14-17,F,12
2021,6,18-30,M,2370
2021,6,18-30,F,293
2021,6,31-40,M,1837
2021,6,31-40,F,202
2021,6,41-64,M,1983
2021,6,41-64,F,228
2021,6,65+,M,75
2021,6,65+,F,8
2021,6.1,14-17,M,82
2021,6.1,14-17,F,9
2021,6.1,18-30,M,1063
2021,6.1,18-30,F,166
2021,6.1,31-40,M,699
2021,6.1,31-40,F,106
2021,6.1,41-64,M,653
2021,6.1,41-64,F,122
2021,6.1,65+,M,25
2021,6.1,65+,F,2
2021,6.2,14-17,M,53
2021,6.2,14-17,F,3
2021,6.2,18-30,M,1274
2021,6.2,18-30,F,124
2021,6.2,31-40,M,1117
2021,6.2,31-40,F,91
2021,6.2,41-64,M,1285
2021,6.2,41-64,F,92
2021,6.2,65+,M,48
2021,6.2,65+,F,4
2021,6.3,14-17,M,12
2021,6.3,14-17,F,0
2021,6.3,18-30,M,33
2021,6.3,18-30,F,3
2021,6.3,31-40,M,21
2021,6.3,31-40,F,5
2021,6.3,41-64,M,45
2021,6.3,41-64,F,14
2021,6.3,65+,M,2
2021,6.3,65+,F,2
2021,7,14-17,M,21
2021,7,14-17,F,2
2021,7,18-30,M,570
2021,7,18-30,F,185
2021,7,31-40,M,470
2021,7,31-40,F,174
2021,7,41-64,M,405
2021,7,41-64,F,121
2021,7,65+,M,28
2021,7,65+,F,6
2021,8,14-17,M,1
2021,8,14-17,F,0
2021,8,18-30,M,4
2021,8,18-30,F,0
2021,8,31-40,M,13
2021,8,31-40,F,3
2021,8,41-64,M,26
2021,8,41-64,F,8
2021,8,65+,M,5
2021,8,65+,F,1
2021,9,14-17,M,19
2021,9,14-17,F,8
2021,9,18-30,M,1057
2021,9,18-30,F,136
2021,9,31-40,M,948
2021,9,31-40,F,88
2021,9,41-64,M,1144
2021,9,41-64,F,156
2021,9,65+,M,78
2021,9,65+,F,14
2021,10,14-17,M,366
2021,10,14-17,F,63
2021,10,18-30,M,2190
2021,10,18-30,F,394
2021,10,31-40,M,1053
2021,10,31-40,F,241
2021,10,41-64,M,1049
2021,10,41-64,F,245
2021,10,65+,M,59
2021,10,65+,F,6
2021,11,14-17,M,0
2021,11,14-17,F,0
2021,11,18-30,M,6
2021,11,18-30,F,1
2021,11,31-40,M,8
2021,11,31-40,F,1
2021,11,41-64,M,21
2021,11,41-64,F,1
2021,11,65+,M,0
2021,11,65+,F,0
2021,12,14-17,M,12
2021,12,14-17,F,0
2021,12,18-30,M,42
2021,12,18-30,F,29
2021,12,31-40,M,96
2021,12,31-40,F,35
2021,12,41-64,M,237
2021,12,41-64,F,58
2021,12,65+,M,29
2021,12,65+,F,4
2021,TOTAL,14-17,M,3862
2021,TOTAL,14-17,F,861
2021,TOTAL,18-30,M,21815
2021,TOTAL,18-30,F,5502
2021,TOTAL,31-40,M,15075
2021,TOTAL,31-40,F,3826
2021,TOTAL,41-64,M,16586
2021,TOTAL,41-64,F,4310
2021,TOTAL,65+,M,1193
2021,TOTAL,65+,F,346
2022,1,14-17,M,885
2022,1,14-17,F,205
2022,1,18-30,M,5756
2022,1,18-30,F,1345
2022,1,31-40,M,4658
2022,1,31-40,F,1078
2022,1,41-64,M,5419
2022,1,41-64,F,1136
2022,1,65+,M,321
2022,1,65+,F,28
2022,1.1,14-17,M,50
2022,1.1,14-17,F,5
2022,1.1,18-30,M,88
2022,1.1,18-30,F,1
2022,1.1,31-40,M,34
2022,1.1,31-40,F,9
2022,1.1,41-64,M,33
2022,1.1,41-64,F,10
2022,1.1,65+,M,3
2022,1.1,65+,F,0
2022,1.1.1,14-17,M,10
2022,1.1.1,14-17,F,1
2022,1.1.1,18-30,M,21
2022,1.1.1,18-30,F,0
2022,1.1.1,31-40,M,12
2022,1.1.1,31-40,F,4
2022,1.1.1,41-64,M,10
2022,1.1.1,41-64,F,3
2022,1.1.1,65+,M,1
2022,1.1.1,65+,F,0
2022,1.2,14-17,M,374
2022,1.2,14-17,F,61
2022,1.2,18-30,M,1497
2022,1.2,18-30,F,224
2022,1.2,31-40,M,739
2022,1.2,31-40,F,176
2022,1.2,41-64,M,914
2022,1.2,41-64,F,174
2022,1.2,65+,M,53
2022,1.2,65+,F,11
2022,1.3,14-17,M,320
2022,1.3,14-17,F,132
2022,1.3,18-30,M,3739
2022,1.3,18-30,F,1057
2022,1.3,31-40,M,3774
2022,1.3,31-40,F,865
2022,1.3,41-64,M,4389
2022,1.3,41-64,F,928
2022,1.3,65+,M,261
2022,1.3,65+,F,16
2022,1.4,14-17,M,141
2022,1.4,14-17,F,7
2022,1.4,18-30,M,432
2022,1.4,18-30,F,63
2022,1.4,31-40,M,111
2022,1.4,31-40,F,28
2022,1.4,41-64,M,83
2022,1.4,41-64,F,24
2022,1.4,65+,M,4
2022,1.4,65+,F,1
2022,2,14-17,M,343
2022,2,14-17,F,83
2022,2,18-30,M,1519
2022,2,18-30,F,243
2022,2,31-40,M,1229
2022,2,31-40,F,230
2022,2,41-64,M,1823
2022,2,41-64,F,394
2022,2,65+,M,130
2022,2,65+,F,22
2022,2.1,14-17,M,13
2022,2.1,14-17,F,8
2022,2.1,18-30,M,164
2022,2.1,18-30,F,23
2022,2.1,31-40,M,210
2022,2.1,31-40,F,23
2022,2.1,41-64,M,298
2022,2.1,41-64,F,52
2022,2.1,65+,M,18
2022,2.1,65+,F,1
2022,2.2,14-17,M,330
2022,2.2,14-17,F,75
2022,2.2,18-30,M,1355
2022,2.2,18-30,F,220
2022,2.2,31-40,M,1019
2022,2.2,31-40,F,207
2022,2.2,41-64,M,1525
2022,2.2,41-64,F,342
2022,2.2,65+,M,112
2022,2.2,65+,F,21
2022,3,14-17,M,110
2022,3,14-17,F,3
2022,3,18-30,M,520
2022,3,18-30,F,16
2022,3,31-40,M,367
2022,3,31-40,F,10
2022,3,41-64,M,522
2022,3,41-64,F,11
2022,3,65+,M,78
2022,3,65+,F,0
2022,3.1,14-17,M,57
2022,3.1,14-17,F,1
2022,3.1,18-30,M,252
2022,3.1,18-30,F,2
2022,3.1,31-40,M,208
2022,3.1,31-40,F,3
2022,3.1,41-64,M,306
2022,3.1,41-64,F,1
2022,3.1,65+,M,49
2022,3.1,65+,F,0
2022,3.2,14-17,M,40
2022,3.2,14-17,F,2
2022,3.2,18-30,M,194
2022,3.2,18-30,F,2
2022,3.2,31-40,M,98
2022,3.2,31-40,F,1
2022,3.2,41-64,M,102
2022,3.2,41-64,F,1
2022,3.2,65+,M,11
2022,3.2,65+,F,0
2022,3.3,14-17,M,5
2022,3.3,14-17,F,0
2022,3.3,18-30,M,11
2022,3.3,18-30,F,2
2022,3.3,31-40,M,5
2022,3.3,31-40,F,1
2022,3.3,41-64,M,4
2022,3.3,41-64,F,2
2022,3.3,65+,M,3
2022,3.3,65+,F,0
2022,3.4,14-17,M,6
2022,3.4,14-17,F,0
2022,3.4,18-30,M,18
2022,3.4,18-30,F,0
2022,3.4,31-40,M,13
2022,3.4,31-40,F,0
2022,3.4,41-64,M,29
2022,3.4,41-64,F,1
2022,3.4,65+,M,2
2022,3.4,65+,F,0
2022,3.5,14-17,M,2
2022,3.5,14-17,F,0
2022,3.5,18-30,M,45
2022,3.5,18-30,F,10
2022,3.5,31-40,M,43
2022,3.5,31-40,F,5
2022,3.5,41-64,M,81
2022,3.5,41-64,F,6
2022,3.5,65+,M,13
2022,3.5,65+,F,0
2022,4,14-17,M,0
2022,4,14-17,F,0
2022,4,18-30,M,19
2022,4,18-30,F,29
2022,4,31-40,M,32
2022,4,31-40,F,30
2022,4,41-64,M,44
2022,4,41-64,F,16
2022,4,65+,M,1
2022,4,65+,F,0
2022,5,14-17,M,1984
2022,5,14-17,F,569
2022,5,18-30,M,10581
2022,5,18-30,F,3668
2022,5,31-40,M,6241
2022,5,31-40,F,2088
2022,5,41-64,M,6277
2022,5,41-64,F,2567
2022,5,65+,M,381
2022,5,65+,F,225
2022,5.1,14-17,M,551
2022,5.1,14-17,F,460
2022,5.1,18-30,M,4629
2022,5.1,18-30,F,2760
2022,5.1,31-40,M,3204
2022,5.1,31-40,F,1553
2022,5.1,41-64,M,3560
2022,5.1,41-64,F,1983
2022,5.1,65+,M,275
2022,5.1,65+,F,193
2022,5.2,14-17,M,235
2022,5.2,14-17,F,14
2022,5.2,18-30,M,1483
2022,5.2,18-30,F,105
2022,5.2,31-40,M,1102
2022,5.2,31-40,F,115
2022,5.2,41-64,M,808
2022,5.2,41-64,F,60
2022,5.2,65+,M,10
2022,5.2,65+,F,2
2022,5.2.1,14-17,M,91
2022,5.2.1,14-17,F,4
2022,5.2.1,18-30,M,409
2022,5.2.1,18-30,F,13
2022,5.2.1,31-40,M,340
2022,5.2.1,31-40,F,43
2022,5.2.1,41-64,M,260
2022,5.2.1,41-64,F,15
2022,5.2.1,65+,M,3
2022,5.2.1,65+,F,0
2022,5.2.2,14-17,M,47
2022,5.2.2,14-17,F,6
2022,5.2.2,18-30,M,414
2022,5.2.2,18-30,F,67
2022,5.2.2,31-40,M,220
2022,5.2.2,31-40,F,36
2022,5.2.2,41-64,M,140
2022,5.2.2,41-64,F,20
2022,5.2.2,65+,M,1
2022,5.2.2,65+,F,2
2022,5.2.3,14-17,M,46
2022,5.2.3,14-17,F,3
2022,5.2.3,18-30,M,339
2022,5.2.3,18-30,F,12
2022,5.2.3,31-40,M,288
2022,5.2.3,31-40,F,19
2022,5.2.3,41-64,M,211
2022,5.2.3,41-64,F,7
2022,5.2.3,65+,M,0
2022,5.2.3,65+,F,0
2022,5.3,14-17,M,979
2022,5.3,14-17,F,71
2022,5.3,18-30,M,2026
2022,5.3,18-30,F,181
2022,5.3,31-40,M,590
2022,5.3,31-40,F,83
2022,5.3,41-64,M,507
2022,5.3,41-64,F,107
2022,5.3,65+,M,16
2022,5.3,65+,F,2
2022,5.3.1,14-17,M,680
2022,5.3.1,14-17,F,34
2022,5.3.1,18-30,M,1374
2022,5.3.1,18-30,F,84
2022,5.3.1,31-40,M,335
2022,5.3.1,31-40,F,35
2022,5.3.1,41-64,M,225
2022,5.3.1,41-64,F,27
2022,5.3.1,65+,M,5
2022,5.3.1,65+,F,0
2022,5.3.2,14-17,M,26
2022,5.3.2,14-17,F,4
2022,5.3.2,18-30,M,69
2022,5.3.2,18-30,F,9
2022,5.3.2,31-40,M,24
2022,5.3.2,31-40,F,7
2022,5.3.2,41-64,M,15
2022,5.3.2,41-64,F,5
2022,5.3.2,65+,M,0
2022,5.3.2,65+,F,0
2022,5.3.3,14-17,M,69
2022,5.3.3,14-17,F,10
2022,5.3.3,18-30,M,304
2022,5.3.3,18-30,F,67
2022,5.3.3,31-40,M,183
2022,5.3.3,31-40,F,35
2022,5.3.3,41-64,M,226
2022,5.3.3,41-64,F,72
2022,5.3.3,65+,M,10
2022,5.3.3,65+,F,2
2022,5.4,14-17,M,42
2022,5.4,14-17,F,1
2022,5.4,18-30,M,193
2022,5.4,18-30,F,18
2022,5.4,31-40,M,171
2022,5.4,31-40,F,21
2022,5.4,41-64,M,175
2022,5.4,41-64,F,17
2022,5.4,65+,M,10
2022,5.4,65+,F,0
2022,5.5,14-17,M,27
2022,5.5,14-17,F,9
2022,5.5,18-30,M,972
2022,5.5,18-30,F,294
2022,5.5,31-40,M,481
2022,5.5,31-40,F,150
2022,5.5,41-64,M,508
2022,5.5,41-64,F,211
2022,5.5,65+,M,20
2022,5.5,65+,F,8
2022,5.5.1,14-17,M,8
2022,5.5.1,14-17,F,2
2022,5.5.1,18-30,M,621
2022,5.5.1,18-30,F,184
2022,5.5.1,31-40,M,196
2022,5.5.1,31-40,F,85
2022,5.5.1,41-64,M,216
2022,5.5.1,41-64,F,93
2022,5.5.1,65+,M,10
2022,5.5.1,65+,F,4
2022,5.6,14-17,M,89
2022,5.6,14-17,F,5
2022,5.6,18-30,M,603
2022,5.6,18-30,F,82
2022,5.6,31-40,M,221
2022,5.6,31-40,F,32
2022,5.6,41-64,M,220
2022,5.6,41-64,F,35
2022,5.6,65+,M,24
2022,5.6,65+,F,9
2022,5.7,14-17,M,0
2022,5.7,14-17,F,0
2022,5.7,18-30,M,26
2022,5.7,18-30,F,3
2022,5.7,31-40,M,68
2022,5.7,31-40,F,5
2022,5.7,41-64,M,56
2022,5.7,41-64,F,10
2022,5.7,65+,M,2
2022,5.7,65+,F,0
2022,5.8,14-17,M,0
2022,5.8,14-17,F,0
2022,5.8,18-30,M,11
2022,5.8,18-30,F,4
2022,5.8,31-40,M,36
2022,5.8,31-40,F,14
2022,5.8,41-64,M,72
2022,5.8,41-64,F,10
2022,5.8,65+,M,4
2022,5.8,65+,F,2
2022,5.9,14-17,M,61
2022,5.9,14-17,F,9
2022,5.9,18-30,M,638
2022,5.9,18-30,F,221
2022,5.9,31-40,M,368
2022,5.9,31-40,F,115
2022,5.9,41-64,M,371
2022,5.9,41-64,F,134
2022,5.9,65+,M,20
2022,5.9,65+,F,9
2022,6,14-17,M,149
2022,6,14-17,F,16
2022,6,18-30,M,2768
2022,6,18-30,F,354
2022,6,31-40,M,2145
2022,6,31-40,F,285
2022,6,41-64,M,2463
2022,6,41-64,F,271
2022,6,65+,M,90
2022,6,65+,F,6
2022,6.1,14-17,M,93
2022,6.1,14-17,F,12
2022,6.1,18-30,M,1282
2022,6.1,18-30,F,213
2022,6.1,31-40,M,831
2022,6.1,31-40,F,150
2022,6.1,41-64,M,831
2022,6.1,41-64,F,138
2022,6.1,65+,M,28
2022,6.1,65+,F,6
2022,6.2,14-17,M,50
2022,6.2,14-17,F,4
2022,6.2,18-30,M,1428
2022,6.2,18-30,F,131
2022,6.2,31-40,M,1263
2022,6.2,31-40,F,124
2022,6.2,41-64,M,1566
2022,6.2,41-64,F,119
2022,6.2,65+,M,53
2022,6.2,65+,F,0
2022,6.3,14-17,M,6
2022,6.3,14-17,F,0
2022,6.3,18-30,M,58
2022,6.3,18-30,F,10
2022,6.3,31-40,M,51
2022,6.3,31-40,F,11
2022,6.3,41-64,M,66
2022,6.3,41-64,F,14
2022,6.3,65+,M,9
2022,6.3,65+,F,0
2022,7,14-17,M,59
2022,7,14-17,F,32
2022,7,18-30,M,919
2022,7,18-30,F,137
2022,7,31-40,M,549
2022,7,31-40,F,94
2022,7,41-64,M,392
2022,7,41-64,F,117
2022,7,65+,M,16
2022,7,65+,F,3
2022,8,14-17,M,2
2022,8,14-17,F,0
2022,8,18-30,M,3
2022,8,18-30,F,0
2022,8,31-40,M,3
2022,8,31-40,F,1
2022,8,41-64,M,14
2022,8,41-64,F,5
2022,8,65+,M,3
2022,8,65+,F,2
2022,9,14-17,M,23
2022,9,14-17,F,7
2022,9,18-30,M,1096
2022,9,18-30,F,116
2022,9,31-40,M,1066
2022,9,31-40,F,98
2022,9,41-64,M,1188
2022,9,41-64,F,176
2022,9,65+,M,46
2022,9,65+,F,8
2022,10,14-17,M,295
2022,10,14-17,F,36
2022,10,18-30,M,1947
2022,10,18-30,F,325
2022,10,31-40,M,1014
2022,10,31-40,F,226
2022,10,41-64,M,991
2022,10,41-64,F,266
2022,10,65+,M,40
2022,10,65+,F,9
2022,11,14-17,M,0
2022,11,14-17,F,0
2022,11,18-30,M,1
2022,11,18-30,F,2
2022,11,31-40,M,6
2022,11,31-40,F,1
2022,11,41-64,M,6
2022,11,41-64,F,1
2022,11,65+,M,0
2022,11,65+,F,0
2022,12,14-17,M,9
2022,12,14-17,F,2
2022,12,18-30,M,66
2022,12,18-30,F,18
2022,12,31-40,M,97
2022,12,31-40,F,42
2022,12,41-64,M,287
2022,12,41-64,F,70
2022,12,65+,M,24
2022,12,65+,F,3
2022,TOTAL,14-17,M,3859
2022,TOTAL,14-17,F,953
2022,TOTAL,18-30,M,25195
2022,TOTAL,18-30,F,6253
2022,TOTAL,31-40,M,17407
2022,TOTAL,31-40,F,4183
2022,TOTAL,41-64,M,19426
2022,TOTAL,41-64,F,5030
2022,TOTAL,65+,M,1130
2022,TOTAL,65+,F,306
2023,1,14-17,M,750
2023,1,14-17,F,229
2023,1,18-30,M,6068
2023,1,18-30,F,1470
2023,1,31-40,M,5168
2023,1,31-40,F,1252
2023,1,41-64,M,5932
2023,1,41-64,F,1351
2023,1,65+,M,377
2023,1,65+,F,57
2023,1.1,14-17,M,38
2023,1.1,14-17,F,0
2023,1.1,18-30,M,103
2023,1.1,18-30,F,6
2023,1.1,31-40,M,39
2023,1.1,31-40,F,7
2023,1.1,41-64,M,47
2023,1.1,41-64,F,3
2023,1.1,65+,M,1
2023,1.1,65+,F,1
2023,1.1.1,14-17,M,5
2023,1.1.1,14-17,F,0
2023,1.1.1,18-30,M,25
2023,1.1.1,18-30,F,2
2023,1.1.1,31-40,M,4
2023,1.1.1,31-40,F,2
2023,1.1.1,41-64,M,10
2023,1.1.1,41-64,F,2
2023,1.1.1,65+,M,0
2023,1.1.1,65+,F,0
2023,1.2,14-17,M,270
2023,1.2,14-17,F,77
2023,1.2,18-30,M,1515
2023,1.2,18-30,F,238
2023,1.2,31-40,M,783
2023,1.2,31-40,F,189
2023,1.2,41-64,M,966
2023,1.2,41-64,F,239
2023,1.2,65+,M,60
2023,1.2,65+,F,18
2023,1.3,14-17,M,307
2023,1.3,14-17,F,129
2023,1.3,18-30,M,3903
2023,1.3,18-30,F,1145
2023,1.3,31-40,M,4156
2023,1.3,31-40,F,1020
2023,1.3,41-64,M,4771
2023,1.3,41-64,F,1072
2023,1.3,65+,M,311
2023,1.3,65+,F,37
2023,1.4,14-17,M,135
2023,1.4,14-17,F,23
2023,1.4,18-30,M,547
2023,1.4,18-30,F,81
2023,1.4,31-40,M,190
2023,1.4,31-40,F,36
2023,1.4,41-64,M,148
2023,1.4,41-64,F,37
2023,1.4,65+,M,5
2023,1.4,65+,F,1
2023,2,14-17,M,375
2023,2,14-17,F,77
2023,2,18-30,M,1644
2023,2,18-30,F,303
2023,2,31-40,M,1444
2023,2,31-40,F,292
2023,2,41-64,M,2206
2023,2,41-64,F,462
2023,2,65+,M,172
2023,2,65+,F,43
2023,2.1,14-17,M,24
2023,2.1,14-17,F,6
2023,2.1,18-30,M,206
2023,2.1,18-30,F,32
2023,2.1,31-40,M,252
2023,2.1,31-40,F,23
2023,2.1,41-64,M,359
2023,2.1,41-64,F,34
2023,2.1,65+,M,41
2023,2.1,65+,F,4
2023,2.2,14-17,M,351
2023,2.2,14-17,F,71
2023,2.2,18-30,M,1438
2023,2.2,18-30,F,271
2023,2.2,31-40,M,1192
2023,2.2,31-40,F,269
2023,2.2,41-64,M,1847
2023,2.2,41-64,F,428
2023,2.2,65+,M,131
2023,2.2,65+,F,39
2023,3,14-17,M,122
2023,3,14-17,F,6
2023,3,18-30,M,626
2023,3,18-30,F,27
2023,3,31-40,M,430
2023,3,31-40,F,22
2023,3,41-64,M,648
2023,3,41-64,F,32
2023,3,65+,M,83
2023,3,65+,F,2
2023,3.1,14-17,M,75
2023,3.1,14-17,F,5
2023,3.1,18-30,M,307
2023,3.1,18-30,F,4
2023,3.1,31-40,M,234
2023,3.1,31-40,F,8
2023,3.1,41-64,M,386
2023,3.1,41-64,F,10
2023,3.1,65+,M,58
2023,3.1,65+,F,1
2023,3.2,14-17,M,30
2023,3.2,14-17,F,0
2023,3.2,18-30,M,215
2023,3.2,18-30,F,5
2023,3.2,31-40,M,125
2023,3.2,31-40,F,3
2023,3.2,41-64,M,134
2023,3.2,41-64,F,1
2023,3.2,65+,M,6
2023,3.2,65+,F,0
2023,3.3,14-17,M,1
2023,3.3,14-17,F,1
2023,3.3,18-30,M,13
2023,3.3,18-30,F,0
2023,3.3,31-40,M,4
2023,3.3,31-40,F,0
2023,3.3,41-64,M,5
2023,3.3,41-64,F,2
2023,3.3,65+,M,1
2023,3.3,65+,F,0
2023,3.4,14-17,M,9
